"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","SOUNDDISC","2019","1","2","Stage whisper / Charlotte Gainsbourg.","Gainsbourg, Charlotte, 1971-","Popular music 2011 2020, Popular music France 2011 2020, Rock music 2011 2020","Elektra,","[2011]"
"Physical","Horizon","BOOK","2019","1","1","A safe girl to love / Casey Plett.","Plett, Casey","Transgender people Fiction, Short stories, Bildungsromans","Topside Press,","©2014"
"Digital","OverDrive","EBOOK","2019","1","2","The Big Secret for the Small Investor: A New Route to Long-Term Investment Success","Joel Greenblatt","Business, Finance, Nonfiction","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2019","1","1","The Silver Linings Playbook: A Novel","Matthew Quick","Fiction, Literature","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2019","1","7","They Both Die at the End","Adam Silvera","Mythology, Young Adult Fiction, Young Adult Literature","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2019","1","2","Farthest North","Fridjtof Nansen","Biography & Autobiography, History, Nonfiction","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2019","1","1","Attracting birds, butterflies and other backyard wildlife / David Mizejewski.","Mizejewski, David","Gardening to attract wildlife, Wildlife habitat improvement, Wildlife attracting","Creative Homeowner,","[2004]"
"Digital","OverDrive","AUDIOBOOK","2019","1","12","Nemesis Games: The Expanse Series, Book 5 (unabridged) (Unabridged)","James S. A. Corey","Fiction, Science Fiction","Blackstone Audio, Inc.","2016"
"Digital","OverDrive","EBOOK","2019","1","3","An Echo in the Darkness","Francine Rivers","Christian Fiction, Fiction, Historical Fiction","Tyndale House Publishers","2012"
"Physical","Horizon","BOOK","2019","1","1","The K&W guide to college programs & services for students with learning disabilities or attention deficit hyperactivity disorder / Marybeth Kravets and Imy F. Wax.","Kravets, Marybeth","Universities and colleges United States Directories, Learning disabled Education Higher United States, Attention deficit hyperactivity disorder United States, Attention deficit disordered youth Education Higher United States","Random House, Inc. ; Princeton Review,","[2012]"
"Physical","Horizon","BOOK","2019","1","4","The scandal / John Grisham.","Grisham, John","Educational tests and measurements Juvenile fiction, Cheating Education Juvenile fiction, Courts Juvenile fiction, Cheating Fiction, Legal stories, Legal stories","Dutton Children's Books,","[2016]"
"Physical","Horizon","BOOK","2019","1","3","Ultimate papercraft bible : a complete reference with step-by-step techniques / consultant editor, Marie Clayton ; [contributors, Sarah Beaman, Paula Pascual].",,"Paper work, Handicraft","Collins & Brown,","2012."
"Physical","Horizon","BOOK","2019","1","1","The H-spot : the feminist pursuit of happiness / Jill Filipovic.","Filipovic, Jill","Women Psychology, Feminism History, Happiness","Nation Books,","[2017]"
"Physical","Horizon","VIDEODISC","2019","1","2","Redbelt / Sony Pictures Classics ; produced by Chrisann Verges ; written and directed by David Mamet.",,"Jiu jitsu Drama, Mixed martial arts Drama, Contests Drama, Marital conflict Drama, Motion picture actors and actresses Drama, Feature films, Sports films, Martial arts films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","2008."
"Physical","Horizon","BOOK","2019","1","3","Northern California / written and researched by Helena Smith [and 9 others].",,"California Northern Description and travel, California Northern Guidebooks, California Description and travel, California Guidebooks, Guidebooks","Lonely Planet","2018"
"Physical","Horizon","VIDEODISC","2019","1","3","The abominable Dr. Phibes / Orion Pictures ; American International ; produced by Louis M. Heyward & Ronald S. Dunas ; written by James Whiton & William Goldstein ; directed by Robert Fuest. Dr. Phibes rises again / Orion Pictures ; American International ; produced by Louis M. Heyward ; written by Robert Fuest & Robert Blees ; directed by Robert Fuest.",,"Face Abnormalities Fiction, Disfigured persons Fiction, Death Fiction, Murder Fiction, Plagues of Egypt Drama, Feature films, Horror films, Fiction films, Video recordings for the hearing impaired","MGM Home Entertainment,","2007."
"Physical","Horizon","BOOK","2019","1","1","Little Night / [written and illustrated by] Yuyi Morales.","Morales, Yuyi","Bedtime Juvenile fiction, Mothers and daughters Juvenile fiction, Night Juvenile fiction, Sky Juvenile fiction","Roaring Brook Press,","2007."
"Physical","Horizon","BOOK","2019","1","1","Toot & Puddle : I'll be home for Christmas / by Holly Hobbie.","Hobbie, Holly","Christmas Fiction, Blizzards Juvenile fiction, Pigs Fiction","Little, Brown,","2001."
"Physical","Horizon","BOOK","2019","1","2","The iron heel / Jack London ; introduction by H. Bruce Franklin.","London, Jack, 1876-1916","Socialism Fiction, Utopias Fiction, Political fiction, Science fiction","Lawrence Hill Books,","[1990?]"
"Digital","OverDrive","EBOOK","2019","1","2","When a Rake Falls: The Rake's Handbook Series, Book 2","Sally Orr","Fiction, Historical Fiction, Romance","Sourcebooks","2015"
"Physical","Horizon","BOOK","2019","1","1","The other Boleyn girl : a novel / Philippa Gregory.","Gregory, Philippa","Boleyn Mary 1508 1543 Fiction, Henry VIII King of England 1491 1547 Fiction, Mistresses Fiction, Great Britain History Henry VIII 1509 1547 Fiction, Biographical fiction","Simon & Schuster,","2003."
"Physical","Horizon","BOOK","2019","1","1","Birds of North America. Western region / editor-in-chief, François Vuilleumier ; [contributors, David Bird ... and others].",,"Birds North America Identification, Birds West U S Identification, Birds Canada Western Identification","DK Pub.,","[2011]"
"Physical","Horizon","BOOK","2019","1","7","Everything reptiles / Blake Hoena with National Geographic explorer Brady Barr.","Hoena, B. A.","Reptiles Juvenile literature","National Geographic,","[2016]"
"Digital","OverDrive","EBOOK","2019","1","1","Forgive Me, I Meant to Do It: False Apology Poems","Gail Carson Levine","Humor (Fiction), Juvenile Fiction, Poetry","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","MUSIC","2019","1","1","Melodrama / Lorde.","Lorde, 1996-","Popular music 2011 2020, Popular music, Scores","Songs,","[2017]"
"Digital","OverDrive","EBOOK","2019","1","5","The Wrong Billionaire's Bed: Billionaire Boys Club Series, Book 3","Jessica Clare","Erotic Literature, Fiction, Romance","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","EBOOK","2019","1","2","The Loner","Lindsay McKenna","Fiction, Romance, Suspense","Harlequin Enterprises, Ltd.","2013"
"Physical","Horizon","BOOK","2019","1","1","What I wish I knew when I was 20 : a crash course on making your place in the world / Tina L. Seelig.","Seelig, Tina Lynn","Career education United States, School to work transition United States, Entrepreneurship, Technological innovations, Creative ability","HarperCollins Publishers,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2019","1","7","The Mystery of the Wild Ponies: The Boxcar Children Series, Book 77 (unabridged) (Unabridged)","Gertrude Chandler Warner","Juvenile Fiction, Mystery","Oasis Audio, LLC","2013"
"Physical","Horizon","BOOK","2019","1","1","Sharks / by Katie Marsico.","Marsico, Katie, 1980-","Sharks Juvenile literature","Children's Press,","2012."
"Digital","OverDrive","EBOOK","2019","1","1","Kind of Cruel--A Zailer and Waterhouse Mystery: A Zailer & Waterhouse Mystery Series, Book 7","Sophie Hannah","Fiction, Literature, Suspense, Thriller","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2019","1","1","The infinity gate / Sara Douglass.","Douglass, Sara","Women priests Fiction, Gods Fiction, Magic Fiction, Good and evil Fiction, Fantasy fiction","Eos,","2010."
"Physical","Horizon","VIDEODISC","2019","1","1","The autobiography of Nicolae Ceauşescu / Icon Production ; in association with Societatea Română de Televiziune ; written and diredted by Andrei Ujicǎ ; produced by Velvet Moraru.",,"Ceausescu Nicolae, Ceausescu Elena, Presidents Romania Biography, Romania History 1944 1989, Romania Politics and government 1944 1989, Romania History Revolution 1989, Documentary films, Nonfiction films, Feature films","Distributed by Kino Lorber,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","Quicksand (Unabridged)","Steve Toltz","Fiction, Humor (Fiction), Literature","Simon & Schuster - Audiobooks","2015"
"Physical","Horizon","BOOK","2019","1","1","Sleeping Beauty / retold by Adèle Geras ; illustrated by Christian Birmingham.","Geras, Adèle","Fairy tales, Folklore Germany Juvenile literature","Orchard Books,","2004."
"Physical","Horizon","BOOK","2019","1","1","Shackleton / Roland Huntford.","Huntford, Roland, 1927-","Shackleton Ernest Henry Sir 1874 1922, Explorers Great Britain Biography, Antarctica Discovery and exploration","Atheneum,","1986."
"Digital","OverDrive","EBOOK","2019","1","5","Trauma Stewardship: An Everyday Guide to Caring for Self While Caring for Others","Laura van Dernoot Lipsky","Nonfiction, Self-Improvement","Berrett-Koehler Publishers, Inc.","2012"
"Digital","OverDrive","EBOOK","2019","1","1","The Quicksand Question: A to Z Mystery Series, Book 17","Ron Roy","Juvenile Fiction, Mystery","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","1","1","A rising moon / Stephen Leigh.","Leigh, Stephen","Psychics Fiction, Women mediums Fiction, Fantasy fiction","DAW Books, Inc.,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","1","Under Siege: Jake Grafton Series, Book 5","Stephen Coonts","Fiction, Thriller","Open Road Integrated Media","2011"
"Digital","OverDrive","EBOOK","2019","1","6","Olive's Ocean","Kevin Henkes","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2019","1","4","Jade city / Fonda Lee.","Lee, Fonda","Vendetta Fiction, Families Fiction, Magic Fiction, Fantasy fiction, Action and adventure fiction","Orbit,","2017."
"Physical","Horizon","BOOK","2019","1","1","Remember D-day : the plan, the invasion, survivor stories / Ronald J. Drez ; with a foreword by David Eisenhower.","Drez, Ronald J., 1940-","World War 1939 1945 Campaigns France Normandy Juvenile literature, Operation Overlord Juvenile literature","National Geographic,","2015."
"Physical","Horizon","BOOK","2019","1","1","My sister's prayer / Mindy Starns Clark and Leslie Gould.","Clark, Mindy Starns","Sisters Fiction, Life change events Fiction, Kidnapping Fiction, Drug addicts Fiction, Large type books, Religious fiction, Christian fiction, Romantic suspense fiction","Thorndike Press,","2017."
"Physical","Horizon","SOUNDDISC","2019","1","4","Orphans : brawlers, bawlers & bastards / Tom Waits.","Waits, Tom, 1949-","Rock music 2001 2010, Popular music 2001 2010","Anti,","[2006]"
"Digital","OverDrive","EBOOK","2019","1","1","Plutocrats: The Rise of the New Global Super-Rich and the Fall of Everyone Else","Chrystia Freeland","Business, Finance, Nonfiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Boys Adrift: The Five Factors Driving the Growing Epidemic of Unmotivated Boys and Underachieving Young Men (unabridged) (Unabridged)","Leonard Sax, MD; PhD","Family & Relationships, Nonfiction, Sociology","Blackstone Audio, Inc.","2008"
"Physical","Horizon","SOUNDDISC","2019","1","1","Like water for chocolate / Common.","Common (Musician)","Rap Music, Popular music 1991 2000","MCA : Distributed by Universal Music & Video Distribution,","[2000]"
"Physical","Horizon","BOOK","2019","1","1","Sea monsters : a nonfiction companion to Dark day in the deep sea / by Mary Pope Osborne and Natalie Pope Boyce ; illustrated by Sal Murdocca.","Osborne, Mary Pope","Marine animals Juvenile literature, Marine animals Fossil Juvenile literature, Sea monsters Juvenile literature","Random House,","[2008]"
"Physical","Horizon","VIDEODISC","2019","1","6","Batman, the animated series. Volume one / Warner Bros. Animation.",,"Batman Fictitious character Juvenile drama, Robin the Boy Wonder Fictitious character Juvenile drama, Superheroes Juvenile drama, Good and evil Juvenile drama, Television series, Childrens television programs, Animated television programs, Action and adventure television programs, Superhero television programs, Fiction television programs","Warner Bros. Home Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","1","Trouble According to Humphrey: Humphrey Series, Book 3","Betty G. Birney","Humor (Fiction), Juvenile Fiction","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2019","1","14","Otter : the best job ever! / by Sam Garton.","Garton, Sam","Otters Juvenile fiction, Teddy bears Juvenile fiction, Occupations Juvenile fiction, Friendship Juvenile fiction","Balzer + Bray, an imprint of HarperCollinsPublishers,","[2016]"
"Physical","Horizon","BOOK","2019","1","21","Aquicorn Cove / Katie O'Neill.","O'Neill, Katie (Cartoonist)","Endangered species Comic books strips etc, Environmental protection Comic books strips etc, Animals Mythical Comic books strips etc, Fantasy comics, Graphic novels, Comics Graphic works","Oni Press,","2018."
"Physical","Horizon","BOOK","2019","1","1","The Humans. [Volume II, Humans till deth] / created by Keenan Marshall Keller & Tom Neely ; written by Keenan Marshal Keller ; drawn by Tom Neely ; color by Kristina Collantes ; edited and designed by Tom Neely.","Keller, Keenan Marshall","Apes Comic books strips etc, Motorcycle gangs Comic books strips etc, Comic books strips etc United States, Comics Graphic works, Graphic novels","Image Comics,","[2016]"
"Physical","Horizon","BOOK","2019","1","1","Life on Surtsey : Iceland's upstart island / Loree Griffin Burns.","Burns, Loree Griffin","Island ecology Iceland Surtsey Juvenile literature, Scientists Iceland Surtsey Juvenile literature, Surtsey Iceland Juvenile literature, Island ecology, Surtsey Iceland","Houghton Mifflin Harcourt,","[2017]"
"Physical","Horizon","SOUNDDISC","2019","1","2","Naturally / Sharon Jones and the Dap-Kings.","Jones, Sharon, 1956-2016","Soul music, Popular music 2001 2010","Daptone,","[2005]"
"Physical","Horizon","BOOK","2019","1","1","Argufying : essays on literature and culture / William Empson ; edited with an introduction by John Haffenden.","Empson, William, 1906-1984",,"University of Iowa Press,","1987."
"Physical","Horizon","BOOK","2019","1","1","Younguncle comes to town / by Vandana Singh ; illustrated by B.M. Kamath.","Singh, Vandana","Uncles Juvenile fiction, Eccentrics and eccentricities Juvenile fiction, India Juvenile fiction","Viking,","2006."
"Digital","OverDrive","EBOOK","2019","1","3","Ruth Bader Ginsburg: The Case of R.B.G. vs. Inequality","Jonah Winter","Biography & Autobiography, Juvenile Nonfiction, Politics","ABRAMS","2017"
"Physical","Horizon","BOOK","2019","1","2","Beauty : a very short introduction / Roger Scruton.","Scruton, Roger","Aesthetics","Oxford University Press,","2011."
"Digital","OverDrive","EBOOK","2019","1","5","Rest: Why You Get More Done When You Work Less","Alex Soojung-Kim Pang","Health & Fitness, Nonfiction, Psychology, Self-Improvement","Hachette Digital, Inc.","2017"
"Digital","OverDrive","EBOOK","2019","1","1","There Is No God and He Is Always with You: A Search for God in Odd Places","Brad Warner","Nonfiction, Philosophy","New World Library","2013"
"Physical","Horizon","BOOK","2019","1","1","Trout and salmon of North America / Robert J. Behnke ; illustrated by Joseph R. Tomelleri ; foreword by Thomas McGuane ; introduction by Donald S. Proebstel ; edited by George Scott.","Behnke, Robert J.","Trout North America, Salmon North America","Free Press,","2002."
"Physical","Horizon","BOOK","2019","1","1","Network security through data analysis : from data to action / Michael Collins.","Collins, Michael (Michael Patrick)","Computer networks Security measures, Communication Network analysis","O'Reilly Media,","2017."
"Physical","Horizon","BOOK","2019","1","1","Eureka! : discovering your inner scientist / Chad Orzel.","Orzel, Chad","Science Popular works, Discoveries in science","Basic Books, a member of the Perseus Books Group,","[2014]"
"Physical","Horizon","BOOK","2019","1","1","Shocking Paris : Soutine, Chagall and the outsiders of Montparnasse / Stanley Meisler.","Meisler, Stanley","Soutine Chaim 1893 1943, Painters France Biography, cole de Paris","Palgrave Macmillan,","2015."
"Digital","OverDrive","EBOOK","2019","1","1","Better Get to Livin'","Sally Kilpatrick","Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.","2016"
"Digital","OverDrive","EBOOK","2019","1","1","Blown: Caroline Carmichael Series, Book 2","Francine Mathews","Fiction, Suspense","Random House, Inc.","2012"
"Digital","OverDrive","EBOOK","2019","1","6","The Nightmare Stacks: Laundry Files Series, Book 7","Charles Stross","Fantasy, Fiction, Horror","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","VIDEODISC","2019","1","2","Questioning Darwin / HBO Documentary Films ; a Rare Day production in association with Antony Thomas Productions ; produced & directed by Antony Thomas.",,"Darwin Charles 1809 1882, Creationism, Natural selection, Documentary films, Video recordings for the hearing impaired","HBO Home Entertainment,","c2014."
"Physical","Horizon","BOOK","2019","1","1","The talent show from the Black Lagoon / by Mike Thaler ; illustrated by Jared Lee.","Thaler, Mike, 1936-","Talent shows Juvenile fiction, Humorous stories","Scholastic,","2003."
"Physical","Horizon","BOOK","2019","1","4","Hush hush / Laura Lippman.","Lippman, Laura, 1959-","Women private investigators Maryland Baltimore Fiction, Monaghan Tess Fictitious character Fiction, Murder Investigation Fiction, Baltimore Md Fiction, Mystery fiction","William Morrow, an imprint of HarperCollins","2015."
"Physical","Horizon","BOOK","2019","1","2","The cross-legged knight : an Owen Archer mystery / Candace Robb.","Robb, Candace M.","William of Wykeham Bishop of Winchester 1324 1404 Fiction, Archer Owen Fictitious character Fiction, Government investigators Fiction, Great Britain History Edward III 1327 1377 Fiction, Historical fiction, Detective and mystery fiction","Mysterious Press,","2003."
"Physical","Horizon","BOOK","2019","1","3","The coroner's lunch / Colin Cotterill.","Cotterill, Colin","Paiboun Siri Doctor Fictitious character Fiction, Older people Fiction, Physicians Fiction, Coroners Fiction, Hmong Asian people Fiction, Laos Fiction, Historical fiction, Mystery fiction","Soho Crime,","[2005]"
"Physical","Horizon","VIDEODISC","2019","1","4","L'ora di religione : il sorriso di mia madre = My mother's smile / New Yorker Films presents a film written and directed by Marco Bellocchio ; produced by Marco Bellocchio and Sergio Pelone with Filmalbatros and Rai Cinema.",,"Mothers and sons Italy Drama, Beatification Drama, Feature films, Motion pictures Italian","New Yorker Video,","[2006]"
"Digital","OverDrive","EBOOK","2019","1","1","The Golden Ratio: The Story of PHI, the World's Most Astonishing Number","Mario Livio","History, Mathematics, Nonfiction, Science","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2019","1","1","Plain peace / by Beth Wiseman.","Wiseman, Beth, 1962-","Amish Fiction, Courtship Fiction, Large type books, Lancaster County Pa Fiction, Love stories, Christian fiction","Thorndike Press,","2013."
"Physical","Horizon","BOOK","2019","1","1","The liberator : one World War II soldier's 500-day odyssey from the beaches of Sicily to the gates of Dachau / Alex Kershaw.","Kershaw, Alex","Sparks Felix Laurence 1917 2007, United States Army Infantry Regiment 157th Battalion 3rd, United States Army Officers Biography, World War 1939 1945 Campaigns Western Front, World War 1939 1945 Campaigns Italy","Crown,","[2012]"
"Physical","Horizon","BOOK","2019","1","3","Awakening to the spirit world : the shamanic path of direct revelation / Sandra Ingerman & Hank Wesselman.","Ingerman, Sandra","Spiritual life, Shamanism, Revelation","Sounds True,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2019","1","5","Blood of an Englishman: Agatha Raisin Mystery Series, Book 25 (unabridged) (Unabridged)","M. C. Beaton","Fiction, Mystery","Blackstone Audio, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2019","1","6","Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History (unabridged) (Unabridged)","S. C. Gwynne","History, Nonfiction","Tantor Media, Inc","2012"
"Physical","Horizon","BOOK","2019","1","22","Lumberjanes. [2], Friendship to the max / [Noelle Stevenson, Grace Ellis, Shannon Watters, Brook Allen]","Stevenson, Noelle","Teenage girls Comic books strips etc, Camps Comic books strips etc, Monsters Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Comics Graphic works, Graphic novels","BOOM! Box,","2015."
"Digital","OverDrive","AUDIOBOOK","2019","1","1","Dalai Lama: My Son (unabridged) (Unabridged)","Diki Tsering","Biography & Autobiography, Nonfiction, Religion & Spirituality","Simon & Schuster - Audiobooks","2008"
"Physical","Horizon","VIDEODISC","2019","1","3","Little Einsteins. Rocket's Firebird rescue / Playhouse Disney ; Baby Einstein Company.",,"Birds Juvenile drama, Magic Juvenile drama, Music Juvenile drama, Ghouls and ogres Juvenile drama, Friendship Juvenile drama, Childrens television programs, Animated television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","Walt Disney Home Entertainment : Distributed by Buena Vista Home Entertainment,","2007."
"Digital","OverDrive","EBOOK","2019","1","1","The Fifth Son: A Novel","Elie Wiesel","Fiction, Historical Fiction, Literature","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2019","1","3","The rough guide to Belgium & Luxembourg / updated by Phil Lee and Victoria Trott.","Lee, Phil, 1951-","Belgium Guidebooks, Luxembourg Guidebooks, Guidebooks","Rough Guides,","2018."
"Digital","OverDrive","EBOOK","2019","1","2","Angelbound: Angelbound Origins Series, Book 1","Christina Bauer","Fantasy, Fiction","INscribe Digital","2015"
"Physical","Horizon","BOOK","2019","1","2","Sugar Hill : Harlem's historic neighborhood / Carole Boston Weatherford ; illustrated by R. Gregory Christie.","Weatherford, Carole Boston, 1956-","African Americans New York State New York Juvenile fiction, Stories in rhyme Juvenile fiction, African Americans Juvenile fiction, Harlem New York N Y History 20th century Juvenile fiction, New York N Y History 1898 1951 Juvenile fiction","Albert Whitman & Company,","2014."
"Physical","Horizon","VIDEODISC","2019","1","5","Burlesque / Screen Gems ; a De Line Pictures production ; produced by Donald De Line ; written and directed by Steven Antin.",,"Burlesque Theater Drama, Burlesque Theater Employees Drama, Musical films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,","[2011]"
"Physical","Horizon","BOOK","2019","1","1","Mutiny at Vesta / R.E. Stearns.","Stearns, R. E., 1983-","Action and adventure fiction, Science fiction","Saga Press,","[2018]"
"Physical","Horizon","VIDEODISC","2019","1","3","Foundation training / produced and directed by Paul Mathieu.",,"Backache Rehabilitation, Sports injuries Rehabilitation, Exercise Physiological aspects, Human mechanics, Movement therapy, Exercise therapy, Instructional films, Nonfiction films","Modern Moveology,","[2014]"
"Physical","Horizon","SOUNDDISC","2019","1","9","The magic school bus inside the earth / Joanna Cole & Bruce Degen.","Cole, Joanna","Physical geology, Geology, Earth Planet Internal structure, Childrens audiobooks","Scholastic Audio,","[2011]"
"Digital","OverDrive","EBOOK","2019","1","3","Best of the Best Lesbian Erotica","Tristan Taormino","Erotic Literature, Fiction, Literature, Short Stories","National Book Network (NBN)","2013"
"Physical","Horizon","SOUNDDISC","2019","1","2","Our bright future / Tracy Chapman.","Chapman, Tracy, 1964-","Popular music 2001 2010","Atlantic,","[2008]"
"Physical","Horizon","VIDEODISC","2019","1","1","Freedom summer : Mississippi. 1964 / a Firelight Films production for American Experience ; written, produced and directed by Stanley Nelson ; produced by Cyndee Readdean ; executive producer, Mark Samels.",,"African Americans Suffrage Mississippi History 20th century, Civil rights movements Mississippi History 20th century, Ethnicity Mississippi 20th century, Political activists Mississippi 20th century, Racism Mississippi History 20th century, African Americans Civil rights Mississippi History 20th century, Civil rights workers Mississippi History 20th century, Mississippi Race relations History 20th century, Documentary films, Nonfiction films, Historical films, Video recordings for the hearing impaired","WGBH Educational Foundation : Distributed by PBS Distribution,","c2014."
"Digital","OverDrive","AUDIOBOOK","2019","1","4","Behind the Wheel - Spanish 1 (Unabridged)","Behind the Wheel","Foreign Language Study, Nonfiction","Macmillan Audio","2011"
"Physical","Horizon","BOOK","2019","1","7","Greek myths / retold by Ann Turnbull ; illustrated by Sarah Young.","Turnbull, Ann","Mythology Greek Juvenile literature","Candlewick Press,","2011."
"Physical","Horizon","BOOK","2019","1","1","Hotel.","Hailey, Arthur",,"Doubleday,","1965."
"Physical","Horizon","BOOK","2019","1","2","Zami, a new spelling of my name / Audre Lorde.","Lorde, Audre",,"Crossing Press,","[1982]"
"Digital","OverDrive","EBOOK","2019","1","3","Robogenesis: A Novel","Daniel H. Wilson","Fiction, Science Fiction, Suspense, Thriller","Random House, Inc.","2014"
"Physical","Horizon","VIDEODISC","2019","1","9","Snowfall. The complete first season / FXP.",,"Crack Drug California Los Angeles Drama, Drug addiction Drama, Drug traffic Drama, Nineteen eighties Drama, Television series, Thrillers Television programs, Historical television programs, Fiction television programs","Twentieth Century Fox Home Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","1","Their Finest: A Novel","Lissa Evans","Fiction, Historical Fiction, Humor (Fiction), Literature","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","BOOK","2019","1","5","The 2-step low-FODMAP eating plan : how to build a custom diet that relieves the symptoms of IBS, lactose intolerance, or gluten sensitivity / Dr. Sue Shepherd.","Shepherd, Sue","Malabsorption syndromes Diet therapy Recipes, Irritable colon Diet therapy Recipes","The Experiment,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","Bloodland: A Novel (unabridged) (Unabridged)","Alan Glynn","Fiction, Mystery, Thriller","Macmillan Audio","2012"
"Digital","OverDrive","EBOOK","2019","1","1","Nobody Move: A Novel","Denis Johnson","Fiction, Literature, Mystery","Macmillan Publishers","2013"
"Physical","Horizon","VIDEODISC","2019","1","3","Un carnet de bal = Dance card / Janus Films ; Les Films Vog Distribution ; un film de Julien Duvivier ; [produced by Jean-Pierre Frogerais] ; scenario de Julien Duvivier ; dialogues de Henri Jeanson avec la collaboration de Jean Sarment, Bernard Zimmer.",,"Husbands Death Drama, Man woman relationships Drama, Balls Parties Drama, Feature films, Fiction films, Motion pictures French","The Criterion Collection,","[2015]"
"Physical","Horizon","BOOK","2019","1","1","Marvel Universe vs. Wolverine / writer, Jonathan Maberry ; artist, Laurence Campbell ; color art, Lee Loughridge ; letterer, Dave Sharpe.","Maberry, Jonathan","Wolverine Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Epidemics Comic books strips etc, Cannibalism Comic books strips etc, Graphic novels","Marvel Worldwide,","[2011]"
"Physical","Horizon","BOOK","2019","1","1","Wind River cowboy / Lindsay McKenna.","McKenna, Lindsay, 1946-","Women ranchers Fiction, Veterans Fiction, Ranches Fiction, Wyoming Fiction, Romance fiction, Large type books","Thorndike Press, a part of Gale, a Cengage Company,","2018."
"Digital","OverDrive","EBOOK","2019","1","3","Dangerous Games: Tempting SEALs Series, Book 1","Lora Leigh","Fiction, Romance, Suspense","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2019","1","1","Sinus Relief Now: The Ground-Breaking 5-Step Program for Sinus, Allergy, and Asthma Sufferers","Jordan S. Josephson","Health & Fitness, Nonfiction","Penguin Group (USA), Inc.","2009"
"Digital","OverDrive","EBOOK","2019","1","5","Museum of the Americas","J. Michael Martinez","Fiction, Poetry","Penguin Group (USA), Inc.","2018"
"Physical","Horizon","SOUNDDISC","2019","1","3","Something rotten! : a very new musical : original Broadway cast recording / music and lyrics by Wayne Kirkpatrick and Karey Kirkpatrick ; book by Karey Kirkpatrick and John O'Farrell.","Kirkpatrick, Wayne","Musicals, Musical theater Production and direction Drama, Musical theater Drama, Musicals","Ghostlight Records,","[2015]"
"Digital","OverDrive","EBOOK","2019","1","2","Under Magnolia: A Southern Memoir","Frances Mayes","Biography & Autobiography, Nonfiction, Travel","Random House, Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Naked City: Tales of Urban Fantasy (unabridged) (Unabridged)","Ellen Datlow","Fantasy, Fiction, Short Stories","Macmillan Audio","2011"
"Physical","Horizon","BOOK","2019","1","3","LBX : little battlers experience. 4, [The super LBX] / story and art by Hideaki Fujii ; original story and supervision by Level-5 ; [translation, Tetsuichiro Miyaki ; English adaptation, Aubrey Sitterson].","Fujii, Hideaki, 1977-","Robots Comic books strips etc, Sports tournaments Comic books strips etc, Cartoons and comics, Graphic novels, Comic books strips etc","VIZ Media, LLC,","[2015]"
"Physical","Horizon","SOUNDDISC","2019","1","4","Greatest hits / Bon Jovi.","Bon Jovi (Musical group)","Rock music","Island,","[2010]"
"Physical","Horizon","VIDEODISC","2019","1","1","Courbet / Cromwell Productions ; written by David Manson ; executive producers, Bob Carruthers, Gary Russell, Denis Hedlund ; producer, Lara Lowe.",,"Courbet Gustave 1819 1877, Painters France 19th century Biography, Documentary films, Biographical films, Educational films","Kultur,","[2006?]"
