"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2011","1","1","Sleepwalkers world",,,,
"Physical","Horizon","SOUNDDISC","2011","1","2","Mass in C minor K 427 417a",,"Masses",,
"Physical","Horizon","SOUNDDISC","2011","1","1","It is in the brewing luminous",,"Jazz 1971 1980",,
"Physical","Horizon","BOOK","2011","1","1","Loveless 2 Thicker than Blackwater",,"Graphic novels",,
"Physical","Horizon","BOOK","2011","1","1","garden party and other stories",,,,
"Digital","Freegal","SONG","2011","1","1","Run From the Gun","Dead Confederate",,,
"Physical","Horizon","MUSIC","2011","1","1","real little ultimate jazz fake book",,"Jazz Fake books",,
"Physical","Horizon","BOOK","2011","1","2","Lidias Italian table",,"Cooking Italian",,
"Digital","Freegal","SONG","2011","1","1","Midnight Blue","Melissa Manchester",,,
"Digital","OverDrive","VIDEO","2011","1","1","Greece","Global Television","Travel","TravelVideoStore.com","2009"
"Physical","Horizon","SOUNDDISC","2011","1","1","String quartets nos 2 3 7 8 12",,"String quartets",,
"Digital","Freegal","SONG","2011","1","2","Something You Misplaced","Hellogoodbye",,,
"Physical","Horizon","SOUNDDISC","2011","1","1","No ways tired",,"Gospel music",,
"Physical","Horizon","VIDEODISC","2011","1","1","Discover bellydance Beyond basic dance",,"Belly dance",,
"Physical","Horizon","SOUNDDISC","2011","1","1","Redeemer",,"Heavy metal Music, Rock music 2001 2010",,
"Digital","Freegal","SONG","2011","1","1","If It Be Your Will","The Webb Sisters",,,
"Physical","Horizon","SOUNDDISC","2011","1","13","Some mad hope",,"Rock music 2001 2010",,
"Physical","Horizon","BOOK","2011","1","1","Best practice in inventory management",,"Inventory control",,
"Digital","Freegal","SONG","2011","1","1","Mother And Child Reunion","Paul Simon",,,
"Digital","Freegal","SONG","2011","1","1","Qing Wang (Love Net)","Eric Chen",,,
"Physical","Horizon","BOOK","2011","1","1","Cooks illustrated complete book of poultry",,"Cooking Poultry",,
"Physical","Horizon","SOUNDDISC","2011","1","9","Spiral shadow",,"Rock music 2001 2010",,
"Physical","Horizon","SOUNDDISC","2011","1","1","Gravelled green",,"Rock music 2001 2010",,
"Digital","Freegal","SONG","2011","1","1","Passacaglia and Fugue in C minor, BWV 582","Anthony Newman",,,
"Digital","Freegal","SONG","2011","1","1","Sun Comes Up, It's Tuesday Morning","Cowboy Junkies",,,
"Physical","Horizon","SOUNDDISC","2011","1","2","Christmas album",,"Christmas music, Carols English",,
"Physical","Horizon","BOOK","2011","1","2","Logos run",,"Science fiction, Interplanetary voyages Fiction",,
"Digital","Freegal","SONG","2011","1","2","Breaking The Law","Judas Priest",,,
"Physical","Horizon","BOOK","2011","1","1","Esmeralda and the children next door",,"Friendship Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Dolly and the bird of paradise",,,,
"Physical","Horizon","BOOK","2011","1","3","rising",,"Horror fiction, Zombies Fiction",,
"Digital","Freegal","SONG","2011","1","3","Photograph","Santana Featuring Chris Daughtry",,,
"Physical","Horizon","BOOK","2011","1","1","First truth",,"Fantasy fiction, Magicians Fiction",,
"Physical","Horizon","BOOK","2011","1","4","World cheese book",,"Cooking Cheese, Cheese",,
"Physical","Horizon","BOOK","2011","1","2","dehydrator cookbook",,"Dried foods, Cooking Dried foods",,
"Physical","Horizon","SOUNDDISC","2011","1","2","Brooklynati",,"Rap Music, Popular music 2001 2010",,
"Physical","Horizon","MIXED","2011","1","1","ILLM Paleopathology at the origins of agriculture",,,,
"Physical","Horizon","SOUNDDISC","2011","1","1","Radio Phnom Penh",,"Popular music Cambodia 2001 2010",,
"Physical","Horizon","SOUNDDISC","2011","1","1","One light one sun",,"Songs, Childrens songs Juvenile sound recordings",,
"Physical","Horizon","BOOK","2011","1","1","toyminator",,"Humorous fiction, Science fiction",,
"Digital","Freegal","SONG","2011","1","1","There Will Never Be Another You","Chet Baker;Gerry Mulligan & Chet Baker",,,
"Physical","Horizon","CR","2011","1","1","Early music.",,"Music Periodicals","[Oxford University Press]",
"Physical","Horizon","BOOK","2011","1","1","Then and now a novel",,"Borgia Cesare 1476 1507 Fiction",,
"Digital","Freegal","SONG","2011","1","1","Cry The Name","Rich Mullins",,,
"Physical","Horizon","SOUNDDISC","2011","1","5","Best of ska Volume 1",,"Reggae music, Ska Music",,
"Digital","Freegal","SONG","2011","1","2","Silent Night","Alexi Murdoch",,,
"Physical","Horizon","SOUNDDISC","2011","1","1","Live from the fall",,"Rock music 1991 2000",,
"Physical","Horizon","BOOK","2011","1","1","On the golden porch",,"Soviet Union Social life and customs Fiction",,
"Physical","Horizon","BOOK","2011","1","1","rebels",,"United States History Revolution 1775 1783 Fiction",,
"Physical","Horizon","BOOK","2011","1","2","National Geographic traveler France",,"France Guidebooks",,
"Physical","Horizon","VIDEODISC","2011","1","1","Fundamental geometric concepts",,"Mathematics, Geometry",,
"Physical","Horizon","BOOK","2011","1","1","Jubilee trail.","Bristow, Gwen, 1903-1980.",,"Crowell","[1950]"
"Physical","Horizon","BOOK","2011","1","4","Carpe corpus",,"Texas Fiction, Vampires Fiction, University towns Fiction",,
"Physical","Horizon","SOUNDDISC","2011","1","2","Gran city pop",,"Songs Spanish Mexico, Popular music Mexico 2001 2010",,
"Physical","Horizon","SOUNDDISC","2011","1","1","Recital",,"Violin and piano music, Violin and piano music Arranged",,
"Physical","Horizon","BOOK","2011","1","1","Snake his story",,"Individuality Fiction, Toleration Fiction",,
"Physical","Horizon","VIDEODISC","2011","1","4","Introduction to ballroom dancing",,"Ballroom dancing",,
"Physical","Horizon","BOOK","2011","1","3","mystery of the stolen boxcar",,"Mystery and detective stories, Parades Fiction",,
"Digital","Freegal","SONG","2011","1","1","She Got The Goldmine (I Got The Shaft)","Jerry Reed",,,
"Physical","Horizon","CR","2011","1","13","Frommer's ... Florida.",,"Florida Guidebooks","Macmillan,","c1995-"
"Digital","OverDrive","EBOOK","2011","1","1","Rabbit, Run","John Updike","Fiction","RosettaBooks","2009"
"Digital","OverDrive","EBOOK","2011","1","1","LinkedIn For Dummies®","Joel Elad","Computer Technology, Nonfiction","John Wiley & Sons, Inc.","2009"
"Physical","Horizon","BOOK","2011","1","8","For richer, for danger / Lisa Bork.","Bork, Lisa, 1964-","Mystery fiction","Midnight Ink,","2010."
"Digital","OverDrive","EBOOK","2011","1","1","Alice I Have Been: A Novel","Melanie Benjamin","Fiction, Historical Fiction, Literature","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2011","1","1","Tés curativos mexicanos / Domingo Asencio.","Asencio, Domingo.",,"Selector,","c1994."
"Physical","Horizon","BOOK","2011","1","1","Megan",,"Historical fiction, Frontier and pioneer life Nevada Fiction",,
"Digital","OverDrive","EBOOK","2011","1","1","Come Closer","Sara Gran","Fiction, Literature","Random House, Inc.","2011"
"Physical","Horizon","VIDEODISC","2011","1","7","Biodiversity [videorecording] / Disney Educational Productions ; produced in association with the National Science Foundation ; KCTS Seattle ; Rabbit Ears Productions ; directed by Erren Gottlieb, James McKenna.",,"Ecosystem management Juvenile films, Biodiversity Juvenile films, Biotic communities Juvenile films, Ecology Juvenile films, Childrens television programs, Science television programs, Educational television programs, Nonfiction television programs, Video recordings for the hearing impaired","Disney Educational Productions,","2005."
"Physical","Horizon","BOOK","2011","1","1","Greenjobs : a guide to eco-friendly employment / A. Bronwyn Llewellyn, James P. Hendrix and K.C. Golden.","Llewellyn, A. Bronwyn (Anita Bronwyn)","Occupations, Professions, Vocational guidance, Job hunting","Adams Media Corp.,","c2008."
"Physical","Horizon","BOOK","2011","1","2","food mood connection nutritional and environmental approaches to mental health and physical wellbeing",,"Orthomolecular therapy, Mental health Nutritional aspects, Food Psychological aspects, Mood Psychology Nutritional aspects",,
"Digital","Freegal","SONG","2011","1","1","Stolen Car","Beth Orton",,,
"Physical","Horizon","SOUNDDISC","2011","1","11","Heartland CD [sound recording] / Owen Pallett.","Pallett, Owen, 1979-","Popular music 2001 2010, Rock music 2001 2010","Domino,","p2010."
"Physical","Horizon","BOOK","2011","1","1","Streetwise marketing plan winning strategies for every small business",,"Marketing Management",,
"Physical","Horizon","SOUNDDISC","2011","1","1","The school story [sound recording] / Andrew Clements.","Clements, Andrew, 1949-","Authorship Juvenile fiction, Publishers and publishing Juvenile fiction","Books on Tape,","p2006."
"Physical","Horizon","BOOK","2011","1","4","Max and the dumb flower picture / Martha Alexander, with James Rumford.","Alexander, Martha G.","Individuality Juvenile fiction, Teachers Juvenile fiction, Mothers Day Juvenile fiction","Charlesbridge,","2009."
"Digital","Freegal","SONG","2011","1","1","Tiptoe Through The Inferno","MC 900 FT JESUS",,,
"Physical","Horizon","BOOK","2011","1","3","Brave brave mouse",,"Mice Fiction, Courage Fiction",,
"Physical","Horizon","BOOK","2011","1","1","On that Easter morning / Mary Joslin ; illustrated by Helen Cann.","Joslin, Mary, 1953-","Jesus Christ Resurrection Juvenile literature, Jesus Christ Biography Passion Week Juvenile literature, Easter Juvenile literature, Easter","Good Books,","2006."
"Physical","Horizon","BOOK","2011","1","5","Condoleezza Rice : a memoir of my extraordinary, ordinary family and me / Condoleezza Rice.","Rice, Condoleezza, 1954-","Rice Condoleezza 1954 Juvenile literature, Rice Condoleezza 1954 Family Juvenile literature, Women cabinet officers United States Biography Juvenile literature, Cabinet officers United States Biography Juvenile literature, African American women educators Biography Juvenile literature, African American women Biography Juvenile literature, Alabama Biography Juvenile literature, Educators Juvenile literature, African Americans Biography Juvenile literature, Women Biography Juvenile literature","Delacorte Press,","2010."
"Physical","Horizon","SOUNDCASS","2011","1","1","John Adams",,"Adams John 1735 1826, United States Politics and government 1775 1783, Presidents United States Biography, United States Politics and government 1783 1809",,
"Physical","Horizon","BOOK","2011","1","1","Beyond the grave the right way and wrong way of leaving money to your children and others",,"Estate planning United States Popular works, Wills United States Popular works, Inheritance and succession United States Popular works",,
"Physical","Horizon","BOOK","2011","1","11","Froggy rides a bike / by Jonathan London ; illustrated by Frank Remkiewicz.","London, Jonathan, 1947-","Froggy Fictitious character Juvenile fiction, Bicycles and bicycling Fiction, Frogs Juvenile fiction","Viking,","2006."
"Physical","Horizon","MIXED","2011","1","1","ILLM Ur excavations texts V 6 PT 1",,,,
"Physical","Horizon","BOOK","2011","1","1","JumpMan. Rule #1, don't touch anything / James Valentine.","Valentine, James, 1961-","Time travel Juvenile fiction, Science fiction Juvenile fiction","Simon & Schuster Books for Young Readers,","2004."
"Physical","Horizon","BOOK","2011","1","2","Making work work : new strategies for surviving and thriving at the office / Julie Morgenstern.","Morgenstern, Julie","Paperwork Office practice Management, Time management, Office management","Fireside/Simon & Schuster,","c2004."
"Physical","Horizon","BOOK","2011","1","1","Camouflage / Joe Haldeman.","Haldeman, Joe W.","Marine biologists Fiction, Sea monsters Fiction, Antiquities Fiction, Science fiction","Ace Books,","2004."
"Physical","Horizon","BOOK","2011","1","146","Room : a novel / Emma Donoghue.","Donoghue, Emma, 1969-","Boys Fiction, Mother and child Fiction, Kidnapping Fiction, Psychopaths Fiction, Escapes Fiction, Suspense fiction, Psychological fiction","Little, Brown and Co.,","2010."
"Digital","OverDrive","AUDIOBOOK","2011","1","1","Deal Breakers: When to Work on a Relationship and When to Walk Away (unabridged) (Unabridged)","Dr. Bethany Marshall","Nonfiction, Self-Improvement","Tantor Media, Inc","2008"
"Digital","OverDrive","EBOOK","2011","1","2","The 5th Horseman: Women's Murder Club Series, Book 5","James Patterson","Fiction, Thriller","Hachette Digital, Inc.","2006"
"Physical","Horizon","BOOK","2011","1","5","Kumaks fish a tall tale from the far north",,"Eskimos Fiction, Inuit Fiction, Arctic regions Fiction, Ice fishing Fiction",,
"Physical","Horizon","SOUNDDISC","2011","1","2","Voices of light [sound recording] / Richard Einhorn.","Einhorn, Richard, 1952 August 2-","Oratorios, Joan of Arc Saint 1412 1431 Drama","Sony Classical,","[p1995]."
"Physical","Horizon","BOOK","2011","1","7","Gigi and Lulu's gigantic fight / Pamela Duncan Edwards ; illustrated by Henry Cole.","Edwards, Pamela Duncan","Identity Psychology Juvenile fiction, Best friends Fiction, Friendship Fiction, Schools Fiction","Katherine Tegen Books,","2004."
"Physical","Horizon","BOOK","2011","1","1","Media in the 21st century : artists, animators, and graphic designers / by Camden Flath.","Flath, Camden, 1987-","Artists Vocational guidance Juvenile literature, Artists Juvenile literature, Vocational guidance Juvenile literature","Mason Crest Publishers,","2011."
"Physical","Horizon","BOOK","2011","1","3","new complete book of home buying",,"House buying, House selling",,
"Digital","OverDrive","EBOOK","2011","1","1","Jackpot Nation: Rambling and Gambling Across Our Landscape of Luck","Richard Hoffer","Games, Nonfiction, Sociology","HarperCollins Publishers Inc.","2007"
"Physical","Horizon","VIDEODISC","2011","1","217","Star trek [videorecording] / Paramount ; Spyglass Entertainment ; Bad Robot ; produced by J.J. Abrams, Damon Lindelof ; written by Roberto Orci & Alex Kurtzman ; directed by J.J. Abrams.",,"Kirk James T 2233 2371 Drama, Spock Mr Drama, Space ships Drama, Manned space flight Drama, Human alien encounters Drama, Friendship Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Science fiction films, Fantasy films, Action and adventure films","Paramount Home Entertainment,","c2009."
"Physical","Horizon","SOUNDDISC","2011","1","1","very best of Peabo Bryson",,"Popular music",,
"Digital","OverDrive","EBOOK","2011","1","1","Transcendent: Destiny's Children Series, Book 3","Stephen Baxter","Fiction, Science Fiction","Random House, Inc.","2009"
"Digital","Freegal","SONG","2011","1","1","A Mery Conceit. The Queens Delight","Jordi Savall",,,
"Physical","Horizon","BOOK","2011","1","1","Lions",,"Lion, Endangered species, Lion Juvenile literature, Endangered species Juvenile literature",,
"Physical","Horizon","BOOK","2011","1","1","Interfaith wedding ceremonies : samples and sources / selected and with an introduction by Joan C. Hawxhurst.","Hawxhurst, Joan C.","Interfaith marriage, Marriage service, Weddings","Dovetail Publishing,","c1996."
"Digital","Freegal","SONG","2011","1","1","Chi-Lites Love Combo","Paul Hardcastle",,,
"Digital","OverDrive","AUDIOBOOK","2011","1","2","Murder at the Vicarage: Miss Marple Series, Book 1 (unabridged) (Unabridged)","Agatha Christie","Fiction, Mystery","AudioGO","2010"
"Physical","Horizon","BOOK","2011","1","18","Jack and the beanstalk / retold and illustrated by Steven Kellogg.","Kellogg, Steven","Fairy tales, Folklore England Juvenile literature, Giants Folklore Juvenile literature","Morrow Junior Books,","c1991."
"Physical","Horizon","VIDEODISC","2011","1","1","Classic desserts",,"Desserts",,
"Physical","Horizon","BOOK","2011","1","2","Basic chess / David Levens.","Levens, David","Chess","Hamlyn,","2005."
"Physical","Horizon","BOOK","2011","1","17","The bolter / Frances Osborne.","Osborne, Frances","Sackville Idina, Women England Biography, Women Sexual behavior England History 20th century, Colonists Kenya Biography, Women colonists Kenya Biography","Alfred A. Knopf,","2009."
"Physical","Horizon","BOOK","2011","1","2","Shakespeare wrote for money / by Nick Hornby ; [introduction by Sarah Vowell].","Hornby, Nick","Authors English Books and reading, Books and reading, Humorous stories English","Believer Books,","c2008."
"Physical","Horizon","BOOK","2011","1","1","An American artist in Tokyo : Frances Blakemore, 1906-1997 / Michiyo Morioka.","Morioka, Michiyo, 1949-","Blakemore Frances 1906 1997, Artists United States Biography, Expatriate artists Japan Biography, Art dealers Japan Biography","Blakemore Foundation : Distributed by University of Washington Press,","c2007."
"Physical","Horizon","BOOK","2011","1","1","Concise Oxford American dictionary.",,"English language United States Dictionaries, Americanisms Dictionaries","Oxford University Press,","c2006."
"Physical","Horizon","SOUNDDISC","2011","1","2","Cult of static",,"Rock music 2001 2010",,
"Physical","Horizon","BOOK","2011","1","1","Brianna breathes easy a story about asthma",,"Diseases, Asthma, Asthma in children Juvenile literature",,
"Physical","Horizon","BOOK","2011","1","2","Crimson hero. 13 / story & art by Mitsuba Takanashi ; [translation & English adaptation, Naoko Amemiya].","Takanashi, Mitsuba, 1975-","High school athletes Comic books strips etc, Volleyball Comic books strips etc, Teenage girls Comic books strips etc, Graphic novels","Viz Media,","2010."
"Physical","Horizon","BOOK","2011","1","2","1000 comic books you must read / Tony Isabella.","Isabella, Tony","Comic books strips etc United States Bibliography, Best books, Comic books strips etc United States History and criticism","Krause Publications,","c2009."
"Physical","Horizon","SOUNDDISC","2011","1","2","Live Bullet",,"Rock music 1971 1980",,
"Physical","Horizon","VIDEODISC","2011","1","18","The adventures of Robin Hood [videorecording] / First National Pictures ; screenplay, Norman Reilly Raine and Seton I. Miller ; directed by Michael Curtiz and William Keighley.",,"Robin Hood Legendary character Drama, Feature films, Swashbuckler films","Warner Home Video,","2003."
"Physical","Horizon","BOOK","2011","1","2","Image transfer workshop / Darlene Olivia McElroy and Sandra Duran Wilson.","McElroy, Darlene Olivia","Handicraft, Transfer printing","North Light Books,","c2009."
"Physical","Horizon","BOOK","2011","1","1","Essential capoeira : the guide to mastering the art / Mestre Ponchianinho with Michelle Porter.","Ponchianinho, Mestre.","Capoeira Dance, Capoeira Dance History","Blue Snake Books : distributed by North Atlantic Books,","c2007."
"Physical","Horizon","BOOK","2011","1","2","The lost fleet : a Yankee whaler's struggle against the Confederate Navy and Arctic disaster / Marc Songini.","Songini, Marc L.","Whaling United States History, Whalers Persons United States History, Williams Thomas W Thomas William, Whaling Arctic Ocean History","St. Martin's Press,","2007."
"Physical","Horizon","BOOK","2011","1","1","Organs! : how they work, fall apart, and can be replaced (gasp!) / Nancy Winslow Parker.","Parker, Nancy Winslow","Organs Anatomy Juvenile literature","Greenwillow Books,","c2009."
"Physical","Horizon","BOOK","2011","1","2","Barking : the sound of a language / by Turid Rugaas.","Rugaas, Turid","Dogs Barking","Dogwise Pub.,","c2008."
"Physical","Horizon","VIDEODISC","2011","1","13","The prince and the pauper [videorecording] : the movie / [presented by] Oak Films and Moresco Productions ; producers, Nick Vallelonga, James Quattrochi ; produced by Joseph A. Reilly ; screenplay by Amanda Moresco ; directed by James Quattrochi.",,"Lookalikes Juvenile drama, Motion picture actors and actresses Juvenile drama, Motion picture studios Juvenile drama, Feature films, Fiction films, Comedy films, Childrens films, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","2008."
"Physical","Horizon","BOOK","2011","1","1","Natural Ordermage / L.E. Modesitt, Jr.","Modesitt, L. E., Jr., 1943-","Magic Fiction, Imaginary places Fiction, Fantasy fiction","Tor,","2007."
"Physical","Horizon","BOOK","2011","1","1","Opportunities in law enforcement and criminal justice careers",,"Criminal justice Administration of Vocational guidance United States, Law enforcement Vocational guidance United States, Police Vocational guidance United States",,
"Physical","Horizon","BOOK","2011","1","1","Designing the obvious a common sense approach to Web application design",,"Web sites Design",,
"Physical","Horizon","SOUNDREC","2011","1","2","Loving Frank [sound recording] / Nancy Horan.","Horan, Nancy","Wright Frank Lloyd 1867 1959 Fiction, Borthwick Mamah Bouton 1869 1914 Fiction, Adultery Fiction, Man woman relationships Fiction, Architects Fiction, Love stories","Brilliance Audio,","p2007."
"Physical","Horizon","BOOK","2011","1","1","promise of energy psychology revolutionary tools for dramatic personal change",,"Mental healing, Energy psychology",,
"Physical","Horizon","BOOK","2011","1","2","Metal craft discovery workshop : create unique jewelry, art dolls, collage art, keepsakes and more! / Linda & Opie O'Brien.","O'Brien, Linda, 1949-","Metal work, Art metal work","North Light Books,","c2005."
"Physical","Horizon","VIDEODISC","2011","1","3","Pilates for the lower body",,"Pilates method, Buttocks exercises, Leg exercises",,
"Physical","Horizon","BOOK","2011","1","1","Northland stories",,"Large type books, Klondike River Valley Yukon Gold discoveries Fiction, Short stories, Frontier and pioneer life Fiction, Wilderness areas Fiction, Klondike River Valley Yukon Fiction",,
"Physical","Horizon","BOOK","2011","1","1","will kit",,"Estate planning United States Popular works, Wills United States Popular works",,
"Digital","OverDrive","AUDIOBOOK","2011","1","1","The Office of Desire: A Novel (unabridged) (Unabridged)","Martha Moody","Fiction, Literature","Tantor Media, Inc","2008"
"Digital","Freegal","SONG","2011","1","1","Death Or Glory","The Clash",,,
"Physical","Horizon","SOUNDDISC","2011","1","1","Yuan",,"Folk songs Chinese, Songs Chinese, Music China, Folk music China",,
"Physical","Horizon","BOOK","2011","1","1","A crash course for Molly / Eva Eriksson ; translated by Elisabeth Kallick Dyssegaard.","Eriksson, Eva","Bicycles and bicycling Fiction","R. & S.,","2005."
"Digital","OverDrive","EBOOK","2011","1","1","Resurrecting Midnight: Gideon Series, Book 4","Eric Jerome Dickey","Fiction, Romance","Penguin Group (USA), Inc.","2009"
"Physical","Horizon","VIDEODISC","2011","1","26","Star trek the original series Season two",,"Interplanetary voyages Drama, Video recordings for the hearing impaired, Science fiction television programs, Kirk James T Fictitious character Drama, Spock Fictitious character Drama, Science and civilization Drama, McCoy Leonard Fictitious character Drama, Fiction television programs, Television series",,
"Physical","Horizon","BOOK","2011","1","3","Can you feel the force? / Richard Hammond.","Hammond, Richard, 1969-","Physics Juvenile literature, Force and energy Juvenile literature","DK Pub.,","c2006."
"Physical","Horizon","BOOK","2011","1","1","case for ghosts an objective look at the paranormal",,"Ghosts",,
"Physical","Horizon","BOOK","2011","1","1","Such is death",,,,
"Physical","Horizon","BOOK","2011","1","1","Building the Greenland kayak : a manual for its construction and use / Christopher Cunningham.","Cunningham, Christopher, 1953-","Kayaks Design and construction","Ragged Mountain Press/McGraw-Hill,","c2003."
"Physical","Horizon","VIDEODISC","2011","1","14","Incident at Loch Ness",,"Motion picture producers and directors Drama, Video recordings for the hearing impaired, Feature films, Loch Ness monster Drama, Documentary films Production and direction Drama, Documentary style films",,
"Physical","Horizon","BOOK","2011","1","1","A journey into Matisse's south of France / Laura McPhee.","McPhee, Laura","Matisse Henri 1869 1954 Homes and haunts France Southern, Artists France Biography, France Southern Description and travel","Roaring Forties Press,","2006."
"Physical","Horizon","SOUNDDISC","2011","1","5","regatta mystery and other stories",,"Mystery fiction, Poirot Hercule Fictitious character Fiction, Marple Jane Fictitious character Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Merlins dragon",,"Fantasy, Magic Fiction, Dragons Fiction, Identity Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Seattle outdoors : hiking & cycling : Puget Sound & Cascades / Bob Dreisbach.","Dreisbach, Bob","Hiking Washington State Puget Sound Region Guidebooks, Hiking Cascade Range Guidebooks, Cycling Washington State Puget Sound Region Guidebooks, Cycling Cascade Range Guidebooks, Puget Sound Region Wash Guidebooks, Cascade Range Guidebooks","Entropy Conservationists,","c2000."
"Digital","Freegal","SONG","2011","1","1","Party At A Rich Dude's House","Ke$ha",,,
"Physical","Horizon","SOUNDDISC","2011","1","1","Songs from a secret garden",,"New Age music",,
"Physical","Horizon","SOUNDDISC","2011","1","1","Life is not a waiting room",,"Rock music 2001 2010",,
"Physical","Horizon","BOOK","2011","1","2","Model A handbook, by the editors of Hot rod magazine.",,"Ford Model A automobile","[Petersen Pub. Co.],","[c1963]"
"Digital","OverDrive","AUDIOBOOK","2011","1","1","South by South East: Diamond Brothers Story Series, Book 3 (unabridged) (Unabridged)","Anthony Horowitz","Juvenile Fiction, Mystery","AudioGO (UK)","2010"
"Physical","Horizon","BOOK","2011","1","2","silence of the rain a novel",,"Mystery fiction, Murder Brazil Rio de Janiero Fiction, Espinosa Inspector Fictitious character Fiction",,
"Physical","Horizon","BOOK","2011","1","4","Vengeance in death [text (large print)] / Nora Roberts, writing as J. D. Robb.","Robb, J. D., 1950-","Dallas Eve Fictitious character Fiction, Policewomen Fiction, Women detectives New York State New York Fiction, New York N Y Fiction, Romantic suspense fiction, Mystery fiction, Large type books","Thorndike Press/Gale Cengage Learning ,","2009, c1997."
"Digital","OverDrive","VIDEO","2011","1","2","Antarctica, Part 2 of 2: Under Antarctic Ice","WNET","Nature, Nonfiction, TV Series","Questar Inc","2010"
"Physical","Horizon","BOOK","2011","1","2","Faradawn / Susan Schade and Jon Buller.","Schade, Susan","Chipmunks Juvenile fiction, Animals Fiction, Adventure stories, Cartoons and comics Fiction, Science fiction Juvenile fiction","Simon & Schuster Books for Young Readers,","c2007."
"Physical","Horizon","BOOK","2011","1","3","The founding / Cynthia Harrod-Eagles.","Harrod-Eagles, Cynthia","Morland family Fictitious characters Fiction, Great Britain History Wars of the Roses 1455 1485 Fiction, Domestic fiction, Historical fiction","Sourcebooks Landmark,","2010."
"Physical","Horizon","BOOK","2011","1","1","Richard Scarry's Best word book ever.","Scarry, Richard","Vocabulary Juvenile literature","Golden Press,","1980."
"Physical","Horizon","VIDEODISC","2011","1","6","Inspector Morse. Happy families [videorecording] / a Zenith Production for Central Television ; produced by Deirdre Keir ; written by Daniel Boyle ; directed by Adrian Shergold.",,"Morse Inspector Fictitious character Drama, Detective and mystery television programs Great Britain","BFS Video,","c2003."
