"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","VIDEODISC","2011","1","4","Permanent midnight",,"Video recordings for the hearing impaired, Drug addicts Drama, Feature films, Television writers Drama, Biographical films",,
"Physical","Horizon","BOOK","2011","1","4","Black faces in white places : 10 game-changing strategies to achieve success and find greatness / Randal Pinkett and Jeffrey Robinson, with Philana Patterson ; foreword by Roland S. Martin.","Pinkett, Randal","African American businesspeople Psychology, African Americans Race identity, Discrimination in employment United States, Success in business United States","AMACOM,","c2011."
"Physical","Horizon","SOUNDDISC","2011","1","8","Yoga rhythms music to energize the flow of yoga",,"World music, Music for yoga",,
"Physical","Horizon","BOOK","2011","1","5","Cold magic / Kate Elliott.","Elliott, Kate, 1958-","Fantasy fiction, Epic fiction","Orbit,","2010."
"Digital","OverDrive","EBOOK","2011","1","1","Matthew's Story","Tim LaHaye","Fiction, Literature","Penguin Group (USA), Inc.","2010"
"Physical","Horizon","BOOK","2011","1","3","So hard to say / Alex Sanchez.","Sanchez, Alex, 1957-","Homosexuality Juvenile fiction, Mexican Americans Juvenile fiction, Interpersonal relations Juvenile fiction, Schools Fiction, California Juvenile fiction","Simon & Schuster Books for Young Readers,","c2004."
"Digital","OverDrive","EBOOK","2011","1","1","Beyond Blue: Surviving  Depression & Anxiety and Making the Most of Bad Genes","Therese Borchard","Nonfiction, Psychology, Self-Improvement","Hachette Digital, Inc.","2010"
"Digital","OverDrive","EBOOK","2011","1","1","The Importance of Being Earnest: And Other Plays","Oscar Wilde","Drama, Fiction","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2011","1","1","Outside the gates of science why its time for the paranormal to come in from the cold",,"Evolution Biology, Physics, Quantum theory, Parapsychology, Parapsychology and science",,
"Physical","Horizon","BOOK","2011","1","2","The most beautiful villages of Brittany / James Bentley ; photographs by Hugh Palmer.","Bentley, James, 1937-2000.","Villages France Brittany Pictorial works, Brittany France Pictorial works","Thames & Hudson,","1999."
"Physical","Horizon","SOUNDDISC","2011","1","2","The art of non-conformity [sound recording] : [set your own rules, live the life you want, and change the world] / Chris Guillebeau.","Guillebeau, Chris","Deviant behavior, Individuality, Lifestyles","Tantor Media,","p2010."
"Physical","Horizon","BOOK","2011","1","1","By the River Piedra I sat down and wept / Paulo Coelho ; translated by Alan R. Clarke.","Coelho, Paulo","Pyrenees Fiction","HarperPerennial,","1998, c1996."
"Physical","Horizon","BOOK","2011","1","2","Whiskey Gulf : a Charlie Noble suspense novel / Clyde Ford.","Ford, Clyde W.","Noble Charlie Fictitious character Fiction, Private investigators Fiction, Inside Passage Fiction, Wilderness areas British Columbia Fiction, Sea stories, Mystery fiction","Vanguard Press,","c2009."
"Physical","Horizon","SOUNDDISC","2011","1","1","The daily news [sound recording] / Donnie.","Donnie","Popular music 2001 2010","Soul Thought Entertainment,","p2007."
"Physical","Horizon","BOOK","2011","1","1","Katherine Mansfield : a secret life / Claire Tomalin.","Tomalin, Claire","Mansfield Katherine 1888 1923 Biography, Authors New Zealand 20th century Biography","Knopf : Distributed by Random House,","1988, c1987."
"Physical","Horizon","BOOK","2011","1","1","Heller with a gun",,"Historical fiction, Western stories",,
"Physical","Horizon","BOOK","2011","1","1","translator",,"Historical fiction, Poets Fiction, Russians United States Fiction, Exiles Fiction, Cuban Missile Crisis 1962 Fiction, Translators Fiction, Translating and interpreting Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Dinner at eight : a play in three acts / by George S. Kaufman and Edna Ferber.","Kaufman, George S. (George Simon), 1889-1961",,"S. French,","c1963."
"Physical","Horizon","MUSIC","2011","1","4","Glee [music] : music from the Fox television show : piano/vocal/guitar.",,"Television music Excerpts, Popular music","Hal Leonard,","[2009]"
"Physical","Horizon","BOOK","2011","1","1","Mutt how to skateboard and not kill yourself",,"Mullen Rodney 1966, Skateboarders United States Biography",,
"Physical","Horizon","BOOK","2011","1","2","Sir Cumference and the first round table : a math adventure / Cindy Neuschwander ; illustrated by Wayne Geehan.","Neuschwander, Cindy","Geometry Juvenile literature, Shape","Charlesbridge,","c1997."
"Physical","Horizon","BOOK","2011","1","2","Folk art needlepoint : 20 projects adapted from objects in the American Folk Art Museum / Ruth Peltason ; designs and needlework by Karyn Gerhard ; needlepoint finishing by Rita's Needlepoint ; original photography by Annie Schlechter.","Peltason, Ruth A.","Canvas embroidery Patterns, Folk art United States","Potter Craft,","c2008."
"Physical","Horizon","BOOK","2011","1","2","Backpacking Washington : from volcanic peaks to rainforest valleys / Douglas Lorain.","Lorain, Douglas, 1962-","Backpacking Washington State Guidebooks, Hiking Washington State Guidebooks, Trails Washington State Guidebooks, Washington State Guidebooks","Wilderness Press,","2007."
"Physical","Horizon","VIDEODISC","2011","1","9","Annie get your gun",,"Man woman relationships Drama, Oakley Annie 1860 1926 Drama, Video recordings for the hearing impaired, Musical films, Feature films, Buffalo Bills Wild West Company Drama, Shooters of firearms Drama",,
"Physical","Horizon","BOOK","2011","1","1","Ngang trái : tiẻu thuyét : tưởng nhớ đòng chí đại tá Chử Lương Thi / Lương Sĩ Càm.","Lương, Sĩ Càm",,"Nhà xuát bản Công an nhân dân,","2002."
"Physical","Horizon","BOOK","2011","1","3","Mountain biking the Puget Sound area a guide to the best off road rides in greater Seattle Tacoma and Everett",,"Seattle Region Wash Guidebooks, Mountain biking Washington State Seattle Region Guidebooks",,
"Physical","Horizon","BOOK","2011","1","5","Keep it movin' / L. Divine.","Divine, L.","Jackson Jayd Fictitious character Fiction, South Bay High Imaginary organization Fiction, African American high school students Fiction, High schools California Los Angeles Fiction","Dafina Books/Kensington Pub. Corp.,","c2009."
"Physical","Horizon","BOOK","2011","1","3","Married to distraction : restoring intimacy and strengthening your marriage in an age of interruption / Edward M. Hallowell and Sue George Hallowell, with Melissa Orlov.","Hallowell, Edward M.","Marriage Psychological aspects, Married people Psychology, Intimacy Psychology, Marital conflict","Ballantine Books,","c2010."
"Physical","Horizon","SOUNDDISC","2011","1","1","> Press on [sound recording] / June Carter Cash.","Cash, June Carter, 1929-2003","Country music 1991 2000","Risk/Small Hairy Dog,","p1999."
"Digital","OverDrive","EBOOK","2011","1","1","Slow Burn: Buchanan / Renard / MacKenna Series, Book 5","Julie Garwood","Fiction, Mystery, Romance, Thriller","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2011","1","1","Living a life that matters [text (large print)] : resolving the conflict between conscience and success / Harold S. Kushner.","Kushner, Harold S.","Self esteem Religious aspects, Meaning Philosophy Religious aspects, Good works Theology, Large type books","Random House Large Print in association with A.A. Knopf,","c2001."
"Physical","Horizon","SOUNDDISC","2011","1","5","Later ballets [sound recording] / Stravinsky.","Stravinsky, Igor, 1882-1971","Ballets, Variations Orchestra, Orchestral music","Naxos,","c2007."
"Physical","Horizon","BOOK","2011","1","1","High on a hill : a book of Chinese riddles / selected and illustrated by Ed Young.","Young, Ed","Riddles Chinese Juvenile literature, Riddles Juvenile","Collins,","c1980."
"Physical","Horizon","SOUNDDISC","2011","1","2","Harry James [sound recording].","James, Harry, 1916-1983","Big band music, Jazz 1931 1940, Jazz 1941 1950, Trumpet music Jazz, Swing Music","Best of Jazz Records,","p1998."
"Physical","Horizon","BOOK","2011","1","1","Powers of attorney simplified / Daniel Sitarz.","Sitarz, Dan, 1948-","Power of attorney United States, Power of attorney United States Forms, Agency Law United States, Agency Law United States Forms","Nova Publishing,","2010."
"Physical","Horizon","BOOK","2011","1","1","Radiant mind : awakening unconditioned awareness / Peter Fenner.","Fenner, Peter G., 1949-","Spiritual life, Awareness Religious aspects","Sounds True,","2007."
"Physical","Horizon","BOOK","2011","1","1","Obsessive-compulsive disorder / Bruce M. Hyman and Cherry Pedrick.","Hyman, Bruce M.","Obsessive compulsive disorder Juvenile literature","Twenty-First Century Books,","c2003."
"Physical","Horizon","BOOK","2011","1","12","Spider-Man. Peter Parker vs. the X-Men / writer, Paul Tobin ; pencilers, Matteo Lolli, Ben Dewey & Christian Nauck ; inker, Terry Pallot.","Tobin, Paul, 1965-","Spider Man Fictitious character Comic books strips etc, Superheroes Comic books strips etc, New York N Y Comic books strips etc, Cartoons and comics, Superhero comic books strips etc, Graphic novels","[Marvel Worldwide],","[2010]"
"Physical","Horizon","BOOK","2011","1","1","Priceless",,"Romantic suspense fiction, Married women Fiction, Jewel thieves Fiction, Americans Europe Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Installing & finishing flooring / William P. Spence.","Spence, William P. (William Perkins), 1925-2016","Flooring, Floors Design and construction","Sterling Pub. Co.,","c2003."
"Physical","Horizon","BOOK","2011","1","1","Predators / Frederick J. Ramsay","Ramsay, Frederick","Chief executive officers Fiction, Ambition Fiction, Exploitation Fiction, Lion Botswana Fiction, Botswana Fiction, Mystery fiction","Poisoned Pen Press,","c2009."
"Physical","Horizon","BOOK","2011","1","1","Taste of Nepal / Jyoti Pathak.","Pathak, Jyoti","Cooking Nepali","Hippocrene Books,","c2007."
"Physical","Horizon","BOOK","2011","1","2","Come out and play little mouse",,"Cats Fiction, Mice Fiction, Brothers Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Staying connected how to continue your relationships with those who have died selected talks and meditations 1905 1924",,"Anthroposophy, Future life Anthroposophy",,
"Physical","Horizon","BOOK","2011","1","1","Kailan ka magiging akin",,,,
"Physical","Horizon","MUSIC","2011","1","1","My fair lady [music] : vocal selection / lyrics by Alan Jay Lerner ; music by Frederick Loewe.","Loewe, Frederick, 1901-1988","Musicals Excerpts Vocal scores with piano","Chappell ; Distributed by H. Leonard,","[198-?], c1956."
"Physical","Horizon","BOOK","2011","1","1","Ghost plane the true story of the CIA torture program",,"United States Central Intelligence Agency, Intelligence service United States, Torture United States History",,
"Physical","Horizon","BOOK","2011","1","1","Home sausage making : how-to techniques for making and enjoying 100 sausages at home / Susan Mahnke Peery & Charles G. Reavis.","Peery, Susan Mahnke","Cooking Sausages, Sausages","Storey Books,","c2003."
"Physical","Horizon","BOOK","2011","1","4","Cheating at canasta / William Trevor.","Trevor, William, 1928-","Short stories","Viking,","2007."
"Physical","Horizon","BOOK","2011","1","1","Alfred Kropp : the seal of Solomon / by Rick Yancey.","Yancey, Richard","Adventure stories, Demonology Juvenile fiction, Antiquities Juvenile fiction, Conduct of life Fiction, Orphans Juvenile fiction, Knoxville Tenn Juvenile fiction","Bloomsbury Children's Books : Distributed to the trade by Holtzbrinck Publishers,","2007."
"Physical","Horizon","BOOK","2011","1","4","The fast and the furriest / Andy Behrens.","Behrens, Andy","Dogs Agility trials Fiction, Dogs Training Fiction, Competition Psychology Juvenile fiction, Football stories, Humorous stories","Alfred A. Knopf,","c2010."
"Physical","Horizon","BOOK","2011","1","15","Bubble trouble / by Margaret Mahy ; illustrated by Polly Dunbar.","Mahy, Margaret","Stories in rhyme Juvenile fiction, Bubbles Juvenile fiction, Humorous stories","Clarion Books,","2009."
"Digital","Freegal","SONG","2011","1","2","Subterranean Homesick Blues","Bob Dylan",,,
"Physical","Horizon","SOUNDDISC","2011","1","4","HMS Pinafore [sound recording] ; The pirates of Penzance ; Ruddigore ; The Mikado : excerpts / Gilbert & Sullivan.","Sullivan, Arthur, 1842-1900","Operas, Operas Excerpts","London/Decca,","[c1997]."
"Physical","Horizon","BOOK","2011","1","2","The honor of the Queen / David Weber.","Weber, David, 1952-","Science fiction, Harrington Honor Fictitious character Fiction, Women diplomats Fiction","Baen Books ; Distributed by Simon & Schuster,","c1993."
"Physical","Horizon","BOOK","2011","1","3","Sams teach yourself Java 6 in 21 days",,"Java Computer program language",,
"Physical","Horizon","BOOK","2011","1","1","Arts and crafts rugs for craftsman interiors : the Crab Tree Farm Collection / Linda Parry and David Cathers ; with Diane Boucher, Ann Lane Hedlund, and Dru Muskovin.","Parry, Linda","Rugs in interior decoration, Arts and crafts movement, Interior decoration History 19th century, Interior decoration History 20th century, Rugs Private collections Illinois Lake Bluff, Crab Tree Farm Lake Bluff Ill","W.W. Norton & Co. : In association with Crab Tree Farm,","c2010."
"Physical","Horizon","SOUNDDISC","2011","1","1","Titan a tale of cataclysmic discovery",,"Science fiction, Titan Satellite Fiction",,
"Physical","Horizon","SOUNDDISC","2011","1","5","Pronounce it perfectly in English [sound recording] / Jean Yates.","Yates, Jean","English language Self instruction, English language Study and teaching Foreign speakers","Barron's,","c2005."
"Physical","Horizon","BOOK","2011","1","2","The amazing life of Benjamin Franklin / by James Cross Giblin ; illustrated by Micheal Dooling.","Giblin, James","Franklin Benjamin 1706 1790 Juvenile literature, Statesmen United States Biography Juvenile literature, Scientists United States Biography Juvenile literature, Printers United States Biography Juvenile literature, Inventors United States Biography Juvenile literature, Statesmen, Printers Juvenile literature, Scientists Juvenile literature","Scholastic Press,","2000."
"Physical","Horizon","BOOK","2011","1","2","The shape of inner space : string theory and the geometry of the universe's hidden dimensions / Shing-tung Yau and Steve Nadis ; illustrations by Xianfeng (David) Gu and Xiaotian (Tim) Yin.","Yau, Shing-Tung, 1949-","Hyperspace, String models, Fourth dimension","Basic Books,","c2010."
"Digital","Freegal","SONG","2011","1","2","As Long As You Love Me","Backstreet Boys",,,
"Physical","Horizon","BOOK","2011","1","2","remorseful day",,"Mystery fiction, Morse Inspector Fictitious character Fiction, Oxford England Fiction, Police England Oxford Fiction",,
"Physical","Horizon","SOUNDDISC","2011","1","1","You don't have to be Jewish ; and, When you're in love the whole world is Jewish [sound recording] / Bob Brooker & George Foster.","Booker, Bob, 1931-","American wit and humor, Revues Excerpts, Jewish wit and humor, Comedy","Jewish Music Group,","p2007, 1965."
"Physical","Horizon","BOOK","2011","1","2","World whiskey / editor-in-chief, Charles MacLean ; written by Dave Broom ... [and others].",,"Whiskey","DK Publishing,","2009."
"Physical","Horizon","SOUNDDISC","2011","1","1","Marion Zimmer Bradley's Sword of Avalon [sound recording] / Diana L. Paxson.","Paxson, Diana L.","Avalon Legendary place Fiction, Fantasy fiction","Tantor Media,","p2009."
"Physical","Horizon","SOUNDDISC","2011","1","1","Alphabet songs. Vol. II [sound recording] : Ivan Idea / Steve Weeks.","Weeks, Steve","Alphabet Songs and music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs","Steve Weeks Music,","c2004."
"Physical","Horizon","SOUNDDISC","2011","1","4","Cosmic tones for mental therapy and Art forms for dimensions tomorrow",,"Jazz 1961 1970",,
"Physical","Horizon","BOOK","2011","1","4","Anne Frank : the Anne Frank House authorized graphic biography / Sid Jacobson and Ernie Colón.","Jacobson, Sidney","Frank Anne 1929 1945 Comic books strips etc, Jewish children in the Holocaust Netherlands Amsterdam Biography Comic books strips etc, Jews Netherlands Amsterdam Biography Comic books strips etc, Holocaust Jewish 1939 1945 Netherlands Amsterdam Biography Comic books strips etc, Amsterdam Netherlands Biography Comic books strips etc, Graphic novels, Nonfiction comics","Hill and Wang,","2010."
"Physical","Horizon","BOOK","2011","1","1","Twins",,"Bildungsromans, Sisters Fiction, Twins Fiction, New Jersey Fiction, Teenage girls Fiction, Difference Psychology Fiction",,
"Physical","Horizon","BOOK","2011","1","3","Shutter Island graphic novel",,"Comic books strips etc France, Graphic novels France, Islands Comic books strips etc, Psychiatric hospital patients Comic books strips etc, United States marshals Comic books strips etc, Brainwashing Comic books strips etc, Drug testing Comic books strips etc, Eugenics Comic books strips etc, Massachusetts Comic books strips etc",,
"Physical","Horizon","BOOK","2011","1","18","Danny and the dinosaur go to camp / story and pictures by Syd Hoff.","Hoff, Syd, 1912-2004","Dinosaurs Juvenile fiction, Camps Juvenile fiction","HarperCollins,","1996."
"Physical","Horizon","VIDEODISC","2011","1","8","The magic paintbrush [videorecording] : a story from China / a Christmas Films production for Children's Television Trust International ; producer, Renat Zinnurov ; screenplay, Rob Lee ; director, Valeri Ugarov.",,"Folklore China Juvenile films, Animated films, Childrens films, Video recordings for the hearing impaired","Schlessinger Media,","c2005."
"Digital","OverDrive","EBOOK","2011","1","1","Love Overboard","Janet Evanovich","Fiction, Romance","HarperCollins Publishers Inc.","2005"
"Physical","Horizon","BOOK","2011","1","2","Veggie revolution smart choices for a healthy body and a healthy planet",,"Cooking Vegetables",,
"Physical","Horizon","VIDEODISC","2011","1","19","Fallen angel [videorecording] / Twentieth Century-Fox ; screen play by Harry Kleiner ; produced and directed by Otto Preminger.",,"Swindlers and swindling Drama, Man woman relationships Drama, Murder Investigation Drama, Feature films, Fiction films, Film noir, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","c2005."
"Physical","Horizon","VIDEODISC","2011","1","2","star is born",,"Video recordings for the hearing impaired, Musical films, Feature films",,
"Digital","Freegal","SONG","2011","1","1","La Bamba","Los Lonely Boys",,,
"Physical","Horizon","BOOK","2011","1","1","Little people",,"Fantasy fiction, Humorous fiction, Elves Fiction",,
"Physical","Horizon","BOOK","2011","1","1","Something like beautiful : one single mother's story / Asha Bandele.","Bandele, Asha","Bandele Asha, African American single mothers Biography, African American single mothers Social conditions, Single mothers United States Biography, Single mothers United States Social conditions, Motherhood United States Case studies","Harper Collins,","c2009."
"Physical","Horizon","BOOK","2011","1","2","Decked with folly / Kate Kingsbury.","Kingsbury, Kate","Pennyfoot Hotel England Imaginary place Fiction, Baxter Cecily Sinclair Fictitious character Fiction, Christmas stories, Mystery fiction","Berkley Prime Crime,","2009."
"Physical","Horizon","BOOK","2011","1","1","Lady of Avalon",,"Arthurian romances Adaptations, Great Britain History Roman period 55 B C 449 A D Fiction, Lady of the Lake Legendary character Fiction",,
"Physical","Horizon","VIDEODISC","2011","1","102","Little children [videorecording] / New Line Cinema ; Bona Fide Productions ; Standard Film Company ; produced by Albert Berger, Todd Field, Ron Yerxa ; screenplay by Todd Field & Tom Perrotta ; directed by Todd Field.",,"Stay at home mothers Drama, Suburban life Drama, Adultery Drama, Man woman relationships Drama, Child molesters Drama, Feature films, Video recordings for the hearing impaired, Thrillers Motion pictures","New Line Home Entertainment : Distributed by Warner Home Video,","[2007]"
"Digital","Freegal","SONG","2011","1","1","Feeling Good","Escala",,,
"Physical","Horizon","BOOK","2011","1","3","Loving Mr. Darcy : journeys beyond Pemberley : Pride and Prejudice continues / Sharon Lathan.","Lathan, Sharon","Bennet Elizabeth Fictitious character Fiction, Darcy Fitzwilliam Fictitious character Fiction, England Social life and customs 19th century Fiction, Domestic fiction, Historical fiction, Regency fiction","Sourcebooks Landmark,","c2009."
"Physical","Horizon","BOOK","2011","1","2","Fiddlers : a novel of the 87th Precinct / Ed McBain.","McBain, Ed, 1926-2005","Carella Steve Fictitious character Fiction, 87th Precinct Imaginary place Fiction, Police United States Fiction, Shooters of firearms Fiction, Serial murders Fiction, Mystery fiction","Harcourt,","c2005."
"Physical","Horizon","BOOK","2011","1","1","Where the lilies bloom",,"Brothers and sisters Fiction, Great Smoky Mountains N C and Tenn Fiction",,
"Physical","Horizon","BOOK","2011","1","1","The backchannel : how audiences are using Twitter and social media and changing presentations forever / by Cliff Atkinson.","Atkinson, Cliff","Online social networks, Multimedia systems in business presentations","New Riders,","c2010."
"Physical","Horizon","BOOK","2011","1","1","A-hunting we will go! / Steven Kellogg.","Kellogg, Steven","Childrens songs Texts Juvenile literature, Hunting Songs and music Juvenile literature, Bedtime Songs and music Juvenile literature, Songs","Morrow Junior Books,","c1998."
"Physical","Horizon","VIDEODISC","2011","1","4","A nous la liberté [videorecording] / produced by Harold Auten ; written and directed by René Clair.",,"Feature films, Fiction films, Comedy films, Motion pictures French","Criterion Collection,","[2002]"
"Physical","Horizon","BOOK","2011","1","10","Trust me on this",,"Love stories, Women journalists Fiction, Man woman relationships Fiction, Criminal investigation Fiction",,
"Physical","Horizon","SOUNDDISC","2011","1","3","Burning wild",,"Romantic suspense fiction, Occult fiction, Rich people Fiction, Nannies Fiction",,
"Physical","Horizon","VIDEODISC","2011","1","9","Waist deep",,"Adventure films, Video recordings for the hearing impaired, Gangster films, Feature films, Gangsters California Los Angeles Drama, Thrillers Motion pictures, Carjacking California Los Angeles Drama, Ransom Drama",,
"Physical","Horizon","SOUNDDISC","2011","1","1","<Unknown Title>",,"Jazz 1971 1980",,
"Physical","Horizon","BOOK","2011","1","1","The collected short stories of Louis L'Amour. Vol. 4, The adventure stories / Louis L'Amour.","L'Amour, Louis, 1908-1988","Frontier and pioneer life United States Fiction, Western stories","Bantam Books,","2006."
"Physical","Horizon","SOUNDDISC","2011","1","1","mysts of time",,"New Age music, Celtic music",,
"Physical","Horizon","BOOK","2011","1","1","The sound of Kwanzaa / by Dimitrea Tokunbo ; illustrated by Lisa Cohen.","Tokunbo, Dimitrea","Kwanzaa Juvenile literature, African Americans Social life and customs Juvenile literature","Scholastic Press,","2009."
"Physical","Horizon","BOOK","2011","1","2","The wild blue : the men and boys who flew the B-24s over Germany / Stephen E. Ambrose.","Ambrose, Stephen E.","McGovern George S George Stanley 1922 2012, Dakota Queen B 24 bomber, United States Army Air Forces Squadron 741st History, United States Army Air Forces Biography, B 24 Bomber, World War 1939 1945 Aerial operations American, World War 1939 1945 Regimental histories United States, Bombing Aerial Germany History 20th century, Bomber pilots United States Biography, Flight crews United States Biography","Simon & Schuster,","c2001."
"Physical","Horizon","SOUNDDISC","2011","1","5","Fresh air with Terry Gross. Just for laughs [sound recording] ; [interviews with 18 stars of comedy].",,"Comedians Interviews, Entertainers Interviews, Radio programs","HighBridge Co.,","p2010."
"Physical","Horizon","BOOK","2011","1","2","Champ's story : dogs get cancer too! / by Sherry North ; illustrated by Kathleen Rietz.","North, Sherry","Human animal relationships Juvenile fiction, Dogs Fiction, Cancer in animals Juvenile fiction, Cancer Treatment Juvenile fiction","Sylvan Dell Pub.,","2010."
"Physical","Horizon","BOOK","2011","1","5","Pendants / [senior editor, Ray Hemachandra].",,"Jewelry making, Pendants Jewelry","Lark Books,","c2010."
"Physical","Horizon","VIDEODISC","2011","1","3","Killer whales [videorecording] : wolves of the sea / a National Geographic Society Explorer presentation ; produced by National Geographic Society, Australian Broadcasting Corporation, TBS Productions, Inc. ; produced by David Parer, Elizabeth Parer-Cook.",,"Killer whale, Wildlife television programs, Documentary television programs, Video recordings for the hearing impaired","National Geographic,","c2008."
"Digital","OverDrive","AUDIOBOOK","2011","1","1","All the Finest Girls (Unabridged)","Alexandra Styron","Fiction, Literature","Brilliance Audio, Inc.","2005"
"Physical","Horizon","VIDEODISC","2011","1","19","The Secret Saturdays. Vol. 1 [videorecording].",,"Families Fiction, Monsters Juvenile fiction, Animated films, Childrens films, Video recordings for the hearing impaired","Warner Home Video,","2009."
"Physical","Horizon","BOOK","2011","1","1","cats of Thistle Hill a mostly peaceable kingdom in the sovereign state of Maryland",,"Caras Roger A Homes and haunts Maryland, Cats Maryland Anecdotes, Animals Maryland Anecdotes",,
"Physical","Horizon","SOUNDDISC","2011","1","3","Ladies of the canyon [sound recording] / Joni Mitchell.","Mitchell, Joni","Popular music 1961 1970","Reprise,","[1997?]"
"Physical","Horizon","BOOK","2011","1","1","Success intelligence : essential lessons and practices from the world's leading coaching program on authentic success / Robert Holden.","Holden, Robert, 1965-","Success, Success in business, Happiness, Self actualization Psychology","Hay House, Inc.,","c2008."
"Physical","Horizon","BOOK","2011","1","2","Visioning : ten steps to designing the life of your dreams / Lucia Capacchione.","Capacchione, Lucia","Self actualization Psychology, Self actualization Psychology Problems exercises etc","J.P. Tarcher/Putnam,","2000."
"Digital","OverDrive","AUDIOBOOK","2011","1","1","Vanishing Point: Sharon McCone Mystery Series, Book 24 (unabridged) (Unabridged)","Marcia Muller","Fiction, Mystery","Brilliance Audio, Inc.","2007"
"Physical","Horizon","VIDEOCASS","2011","1","1","Joni Mitchell woman of heart and mind",,"Mitchell Joni, Video recordings for the hearing impaired",,
"Physical","Horizon","BOOK","2011","1","2","Walking the twilight path a Gothic book of the dead",,"Occultism, Death Miscellanea",,
"Physical","Horizon","BOOK","2011","1","3","While the women are sleeping / Javier Marías ; translated by Margaret Jull Costa.","Marías, Javier","Short stories","New Directions,","2010."
"Physical","Horizon","SOUNDDISC","2011","1","4","Iron Man [sound recording] : original motion picture soundtrack / music by Ramin Djawadi.","Djawadi, Ramin","Motion picture music","Lionsgate,","p2008."
"Digital","OverDrive","EBOOK","2011","1","1","You Read to Me, I'll Read to You: Very Short Stories to Read Together","Mary Ann Hoberman","Juvenile Fiction","Hachette Digital, Inc.","2009"
"Physical","Horizon","BOOK","2011","1","2","Getting to know you! : Rodgers and Hammerstein favorites / words by Oscar Hammerstein II ; music by Richard Rodgers ; illustrations by Rosemary Wells.","Rodgers, Richard, 1902-1979","Musicals Excerpts Librettos Juvenile literature, Songs Texts Juvenile literature, Songs, Popular music Juvenile literature, Musicals Excerpts Juvenile literature","HarperCollins,","c2002."
"Physical","Horizon","BOOK","2011","1","1","My lives / Edmund White.","White, Edmund, 1940-","White Edmund 1940, Novelists American 20th century Biography, Biographers United States Biography, Gay men United States Biography","Ecco,","c2006."
"Physical","Horizon","SOUNDDISC","2011","1","1","Destination life [sound recording] / Rhonda Vincent.","Vincent, Rhonda","Bluegrass music 2001 2010","Rounder,","p2009."
"Physical","Horizon","BOOK","2011","1","1","Travels in the white man's grave / Donald Macintosh ; foreword by Richard Ingrams.","Macintosh, Donald, 1930-","Foresters Scotland Biography, Foresters Africa West Biography, Africa West History, Africa West Civilization","Abacus,","2001."
"Physical","Horizon","BOOK","2011","1","3","The low road / Daniel Kirk.","Kirk, Daniel","Elves Juvenile fiction, Fairies Fiction, Magic Fiction","Amulet Books,","c2008."
"Digital","OverDrive","AUDIOBOOK","2011","1","1","The Keepsake: Jane Rizzoli & Maura Isles Series, Book 7 (unabridged) (Unabridged)","Tess Gerritsen","Fiction, Mystery, Suspense","Books on Tape","2008"
"Physical","Horizon","BOOK","2011","1","1","Seabirds",,"Birds, Sea birds Juvenile literature, Sea birds",,
"Physical","Horizon","BOOK","2011","1","3","All the pretty little horses : a traditional lullaby / illustrated by Linda Saport.",,"Lullabies Texts Juvenile literature, Childrens songs Texts Juvenile literature, Lullabies Juvenile literature, Songs","Clarion Books,","c1999."
"Physical","Horizon","BOOK","2011","1","8","A very irregular head : the life of Syd Barrett / Rob Chapman.","Chapman, Rob","Barrett Syd, Pink Floyd Musical group, Rock musicians Great Britain Biography, Rock music fans Great Britain Biography, Lyricists Great Britain Biography","Da Capo Press,","2010."
"Physical","Horizon","BOOK","2011","1","1","My papá Diego and me : memories of my father and his art / recollections by Guadalupe Rivera Marín ; artwork by Diego Rivera = Mi papá Diego y yo : recuerdos de mi padre y su arte / reminiscencias de Guadalupe Rivera Marín ; arte de Diego Rivera.","Rivera Marín, Guadalupe, 1924-","Rivera Diego 1886 1957 Anecdotes Juvenile literature, Painters Mexico Biography Anecdotes Juvenile literature, Rivera Diego 1886 1957 Juvenile literature, Artists Mexico Juvenile literature, Spanish language materials Bilingual","Childrens Book Press,","2009."
"Physical","Horizon","BOOK","2011","1","3","The legend of Sleeping Bear / by Kathy-jo Wargin ; illustrations by Gijsbert van Frankenhuyzen.","Wargin, Kathy-jo","Ojibwa Indians Folklore Juvenile literature, Legends Michigan Juvenile literature, Indians of North America Great Lakes Region North America Folklore Juvenile literature, Folklore Great Lakes Region North America Juvenile literature","Sleeping Bear Press,","1998."
"Physical","Horizon","BOOK","2011","1","1","Beyond the reflections edge",,"Christian life Fiction, Science fiction, Violin Fiction, Space and time Fiction, Mirrors Fiction",,
"Physical","Horizon","BOOK","2011","1","6","A moveable feast : the restored edition / Ernest Hemingway ; foreword by Patrick Hemingway ; edited with an introduction by Seán Hemingway.","Hemingway, Ernest, 1899-1961","Hemingway Ernest 1899 1961 Homes and haunts France Paris, Paris France Intellectual life 20th century, Paris France Social life and customs 20th century, Americans France Paris History 20th century, Novelists American 20th century Biography","Scribner,","2009."
