"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2014","1","1","A Family Reunion","Brenda Jackson","Fiction, Literature, Romance","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2014","1","1","Bluegrass reunion",,"Bluegrass music 1991 2000",,
"Physical","Horizon","SOUNDDISC","2014","1","1","Telex from Cuba",,"Americans Cuba Fiction, Cuba History 1933 1959 Fiction",,
"Digital","Freegal","SONG","2014","1","1","Credit In The Straight World","Young Marble Giants",,,
"Physical","Horizon","BOOK","2014","1","1","Discovering the writer within 40 days to more imaginative writing",,"Authorship",,
"Digital","Hoopla","MOVIE","2014","1","2","Mallrats",,"Classics, Comedy, Cult Classic, Slacker Comedy","Universal Pictures",
"Physical","Horizon","BOOK","2014","1","2","Termites / Valerie Bodden.","Bodden, Valerie","Termites Juvenile literature","Creative Education,","2013."
"Digital","Freegal","SONG","2014","1","1","Selma Drye","Kellie Pickler",,,
"Digital","Freegal","SONG","2014","1","1","(Won't Be) Coming Home","Robert Cray",,,
"Digital","OverDrive","EBOOK","2014","1","2","Dora Helps Diego!","Laura Driscoll","Juvenile Fiction","Nickelodeon Publishing","2013"
"Physical","Horizon","SOUNDDISC","2014","1","1","crybaby",,"Grunge music, Heavy metal Music, Rock music 1991 2000",,
"Digital","Hoopla","MUSIC","2014","1","1","Live In Boston",,"Pop","Warner Bros.",
"Digital","Zinio","MAGAZINE","2014","1","30","Games World of Puzzles",,,,
"Digital","Hoopla","MUSIC","2014","1","5","good kid, m.A.A.d city (Deluxe)",,"Hip-Hop/Rap","Top Dawg / Aftermath / Interscope",
"Physical","Horizon","BOOK","2014","1","1","age of Ra",,"Gods Egyptian Fiction, Science fiction",,
"Physical","Horizon","SOUNDDISC","2014","1","2","20 greatest hits",,"Country music",,
"Digital","Freegal","SONG","2014","1","1","Don't You Ever Get Tired Of Hurting Me","Ray Price",,,
"Physical","Horizon","BOOK","2014","1","2","Beyond a ghost story",,"Near death experiences Fiction, Ghosts Fiction",,
"Physical","Horizon","BOOK","2014","1","1","Mars",,"Mars Planet Juvenile literature, Mars Planet",,
"Physical","Horizon","BOOK","2014","1","1","Good morning, midnight.","Rhys, Jean",,"Deutsch,","1967."
"Physical","Horizon","BOOK","2014","1","2","Skeleton",,"Skeleton Juvenile literature, Bones Juvenile literature",,
"Physical","Horizon","SOUNDDISC","2014","1","4","The very best of Paul Anka [sound recording].","Anka, Paul","Popular music 1961 1970","RCA,","p2000."
"Physical","Horizon","BOOK","2014","1","1","inordinate fondness for beetles",,"Beetles, Beetles Pictorial works",,
"Digital","Hoopla","MOVIE","2014","1","3","Terms And Conditions May Apply",,"Award Winning, Documentary","EOne Films",
"Digital","Freegal","SONG","2014","1","1","Birthday","Caspar Babypants",,,
"Physical","Horizon","BOOK","2014","1","1","Dodo gets married",,"Birds Fiction, Weddings Fiction",,
"Digital","Freegal","SONG","2014","1","1","Anemone","The Brian Jonestown Massacre",,,
"Digital","Freegal","SONG","2014","1","1","Bob the Bob Home","The Lounge Lizards",,,
"Physical","Horizon","SOUNDDISC","2014","1","2","Unplugged",,"Popular music 2001 2010",,
"Physical","Horizon","BOOK","2014","1","1","Pinion / Jay Lake.","Lake, Jay","Fantasy fiction, Magic Fiction","Tor,","2010."
"Physical","Horizon","SOUNDDISC","2014","1","3","Blues for Allah",,"Rock music 1971 1980",,
"Physical","Horizon","BOOK","2014","1","7","Cold comfort / Quentin Bates.","Bates, Quentin","Iceland Fiction, Mystery fiction","Soho Crime,","2012."
"Digital","Hoopla","TELEVISION","2014","1","1","Disneyland Resorts: Behind the Scenes",,"Travel","Questar",
"Digital","OverDrive","AUDIOBOOK","2014","1","2","Panic (Unabridged)","Jeff Abbott","Fiction, Suspense","Blackstone Audio, Inc.","2013"
"Digital","Hoopla","MUSIC","2014","1","1","Moonlight Lounge 2 - 20 Precious Lounge & Chillout Tunes",,"Dance","Girafe Music",
"Physical","Horizon","BOOK","2014","1","1","One secret thing / Sharon Olds.","Olds, Sharon",,"Alfred A. Knopf,","2008."
"Physical","Horizon","SOUNDDISC","2014","1","2","Absolutely the best of classic rock",,"Rock music 1971 1980, Rock music 1981 1990",,
"Digital","OverDrive","AUDIOBOOK","2014","1","1","Grifter's Game (Unabridged)","Lawrence Block","Fiction, Suspense","Blackstone Audio, Inc.","2006"
"Digital","OverDrive","EBOOK","2014","1","1","When Alex Was Bad: A Novel of Erotic Suspense","Jo Davis","Fiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2014","1","1","Steal Across the Sky","Nancy Kress","Fiction, Science Fiction","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2014","1","2","Paperboy","Vince Vawter","Historical Fiction, Juvenile Fiction","Random House, Inc.","2013"
"Digital","OverDrive","MUSIC","2014","1","2","A Better View of the Rising Moon","1997","Music, Nonfiction","Victory Records, Inc.","2008"
"Physical","Horizon","BOOK","2014","1","3","Time Out Chicago / [Jessica Herman, editor].",,"Chicago Ill Guidebooks","Time Out Guides,","2013."
"Digital","OverDrive","AUDIOBOOK","2014","1","1","Hamlet (Unabridged)","William Shakespeare","Drama, Fiction","Blackstone Audio, Inc.","2011"
"Physical","Horizon","BOOK","2014","1","1","Drinking water",,"Water Physiological effect Juvenile literature, Water",,
"Digital","OverDrive","EBOOK","2014","1","1","Babbitt","Sinclair Lewis","Classic Literature, Fiction","Duke Classics","2011"
"Digital","Freegal","SONG","2014","1","1","858-3","Bill Frisell",,,
"Digital","Freegal","SONG","2014","1","1","You Make Me Feel Brand New","Babyface",,,
"Digital","OverDrive","EBOOK","2014","1","4","The Chamber","John Grisham","Fiction, Literature, Suspense, Thriller","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2014","1","1","Biloxi blues : a new comedy / by Neil Simon.","Simon, Neil",,"S. French,","c1986."
"Physical","Horizon","BOOK","2014","1","1","Super brain 101 easy ways to a more agile mind",,"Mental discipline, Mental efficiency",,
"Physical","Horizon","BOOK","2014","1","1","The man who was magic; a fable of innocence.","Gallico, Paul, 1897-1976",,"Doubleday,","1966."
"Physical","Horizon","BOOK","2014","1","1","Italy the best travel writing from the New York times",,"Italy Description and travel",,
"Physical","Horizon","SOUNDDISC","2014","1","7","Penguins! [sound recording] / by Gail Gibbons.","Gibbons, Gail","Penguins","Live Oak Media,","p2011."
"Physical","Horizon","BOOK","2014","1","1","Daniels mystery egg",,"Eggs Fiction",,
"Physical","Horizon","BOOK","2014","1","1","Her last call to Louis MacNeice / Ken Bruen.","Bruen, Ken",,"New York : Serpent's Tail,","1998."
"Digital","OverDrive","AUDIOBOOK","2014","1","1","MIMUS (Unabridged)","Lilli Thal","Historical Fiction, Young Adult Fiction","Books on Tape","2007"
"Digital","OverDrive","EBOOK","2014","1","2","Only Mine","Elizabeth Lowell","Fiction, Romance","HarperCollins Publishers Inc.","2005"
"Physical","Horizon","BOOK","2014","1","2","Sandcastle and other stories",,"Short stories American, Suspense fiction",,
"Physical","Horizon","BOOK","2014","1","1","Fun the sound of short U",,"Play Fiction, Alphabet, Stories in rhyme",,
"Physical","Horizon","BOOK","2014","1","1","Whales Ballenas",,"Whales, Spanish language materials Bilingual",,
"Digital","OverDrive","EBOOK","2014","1","1","The Rough Guide to Guatemala","Iain Stewart","Nonfiction, Travel","DK Publishing & Rough Guides","2011"
"Digital","Freegal","SONG","2014","1","1","Art of Death Act III: The Requiem of the Funeral Eve","Immortal Souls",,,
"Digital","OverDrive","EBOOK","2014","1","1","Endwar: Endwar Series, Book 1","Tom Clancy","Fiction, Thriller","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2014","1","1","AM/PM : a book / by Amelia Gray.","Gray, Amelia, 1982-","Short stories","Featherproof Books,","c2009."
"Digital","OverDrive","EBOOK","2014","1","3","The Gardener","S. A. Bodeen","Science Fiction, Young Adult Fiction","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2014","1","3","Spring / Siân Smith.","Smith, Siân","Spring Juvenile literature","Heinemann Library,","c2009."
"Digital","OverDrive","EBOOK","2014","1","1","Satchel: The Life and Times of an American Legend","Larry Tye","Biography & Autobiography, Nonfiction, Sociology, Sports & Recreations","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2014","1","1","What you must know about bioidentical hormone replacement therapy : an alternative approach to effectively treating the symptoms of menopause / Amy Lee Hawkins.","Hawkins, Amy Lee","Menopause Hormone therapy Popular works, Menopause Hormone therapy Complications Popular works, Middle aged women Health and hygiene Popular works","Square One Publishers,","c2013."
"Physical","Horizon","BOOK","2014","1","5","Deliciously g-free : food so flavorful they'll never believe it's gluten-free / Elisabeth Hasselbeck.","Hasselbeck, Elisabeth","Gluten free diet Recipes","Ballantine Books,","c2012."
"Physical","Horizon","MUSIC","2014","1","1","Rubank elementary method [music] Cello. A fundamental course for individual or like-instrument class instruction.","Ward, Sylvan D. (Sylvan Donald)","Cello Methods","Rubank","[1936]"
"Physical","Horizon","BOOK","2014","1","2","Help me live : 20 things people with cancer want you to know / Lori Hope.","Hope, Lori","Cancer Popular works, Cancer Psychological aspects","Celestial Arts,","2011."
"Digital","OverDrive","EBOOK","2014","1","1","Pyramid","David Macaulay","Architecture, Juvenile Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","BOOK","2014","1","3","I hate to be sick! / by Aamir Lee Bermiss ; illustrated by Ken Wilson-Max.","Bermiss, Aamir Lee","Sick Juvenile fiction, African Americans Juvenile fiction, Stories in rhyme Juvenile fiction","Scholastic,","c2004."
"Physical","Horizon","BOOK","2014","1","1","Once upon a country : a Palestinian life / Sari Nusseibeh ; with Anthony David.","Nusseibeh, Sari","Nusseibeh Sari, Palestinian Arabs Biography, Arab Israeli conflict","Farrar, Straus and Giroux,","2007."
"Digital","OverDrive","AUDIOBOOK","2014","1","2","The Bed of Procrustes: Philosophical and Practical Aphorisms (unabridged) (Unabridged)","Nassim Nicholas Taleb","Business, Nonfiction, Philosophy","Gildan Media Corp","2012"
"Physical","Horizon","BOOK","2014","1","1","The magic flute : an opera by Mozart / adapted by Kyra Teis.","Teis, Kyra","Fairy tales, Love Fiction, Princes Juvenile fiction, Operas Stories plots etc Juvenile literature","Star Bright Books,","c2008."
"Physical","Horizon","BOOK","2014","1","16","Pirate king / Laurie R. King.","King, Laurie R.","Russell Mary Fictitious character 1900 Fiction, Women detectives England Fiction, Holmes Sherlock Fiction, Motion picture studios Fiction, Pirates Fiction, Abduction Fiction, Mystery fiction, Suspense fiction","Bantam Books,","c2011."
"Physical","Horizon","BOOK","2014","1","3","The Christmas angel / Jane Maas ; line drawings by Abbie Zabar.","Maas, Jane","Christmas tree ornaments Fiction, Christmas stories, Domestic fiction, Love stories","Thomas Dunne Books, St. Martin's Press,","2013."
"Physical","Horizon","BOOK","2014","1","1","The Republic / with an English translation by Paul Shorey.","Plato","Political science, Utopian fiction","Harvard University Press ; W. Heinemann,","1935-1937."
"Physical","Horizon","BOOK","2014","1","5","Eat your vegetables / Arthur Potts Dawson ; photography by Liz & Max Haarala Hamilton.","Dawson, Arthur Potts","Cooking Vegetables","Mitchell Beazley; distributed in the U.S. and Canada by Octopus Books USA,","2012."
"Physical","Horizon","BOOK","2014","1","3","Blood music / by Greg Bear.","Bear, Greg, 1951-","Science fiction","E-Reads,","2008."
"Physical","Horizon","BOOK","2014","1","1","princess the crone and the dung cart knight",,"Lancelot Legendary character Fiction, Knights and knighthood Fiction, Fairies Fiction, Magic Fiction, England Fiction",,
"Physical","Horizon","BOOK","2014","1","1","I will bear witness : a diary of the Nazi years 1942-1945 / Victor Klemperer ; translated by Martin Chalmers.","Klemperer, Victor, 1881-1960","Klemperer Victor 1881 1960 Diaries, French teachers Germany Diaries, Philologists Germany Diaries, Germany History 1933 1945 Sources","Random House,","c1999."
"Physical","Horizon","BOOK","2014","1","1","Energy alternatives / by Andrea C. Nakaya.","Nakaya, Andrea C., 1976-","Renewable energy sources Juvenile literature","ReferencePoint Press, Inc.,","2008."
"Digital","OverDrive","EBOOK","2014","1","1","New River Blues: Sarah Burke Series, Book 2","Elizabeth Gunn","Fiction, Mystery","Severn House Publishers Ltd","2012"
"Physical","Horizon","BOOK","2014","1","1","Tales from Shakespeare",,"Shakespeare William 1564 1616 Adaptations",,
"Physical","Horizon","SOUNDDISC","2014","1","1","Just kids [sound recording] / written and read Patti Smith.","Smith, Patti","Smith Patti, Mapplethorpe Robert, Chelsea Hotel Biography, Women poets 20th century Biography, Poets American 20th century Biography, Photographers United States Biography, Women rock musicians United States Biography, Artists New York State New York Biography, Musicians New York State New York Biography","Harper Audio,","p2011."
"Physical","Horizon","MUSIC","2014","1","1","Mel Bay's fun with the ukelele [music] / by Mel Bay.","Bay, Mel, 1913-1997.","Ukulele Methods Self instruction, Ukulele music","Mel Bay Publications,","c1961."
"Physical","Horizon","SOUNDDISC","2014","1","2","The ask and the answer [sound recording] / Patrick Ness.","Ness, Patrick, 1971-","Science fiction, Space colonies Juvenile fiction, Social problems Juvenile fiction, Telepathy Juvenile fiction","Brilliance Audio,","p2010."
"Physical","Horizon","SOUNDDISC","2014","1","4","The best of The Who [sound recording].","Who (Musical group)","Rock music 1961 1970, Rock music 1971 1980","Geffen,","[2007?], p1999."
"Physical","Horizon","VIDEODISC","2014","1","9","Yo gabba gabba Music makes me move",,"Bands Music Fiction, Music Fiction, Railroad trains Fiction, Friendship Fiction, Childrens films, Animated films, Video recordings for the hearing impaired",,
"Physical","Horizon","BOOK","2014","1","1","The Swinomish totem pole : tribal legends / as told by Martin J. Sampson to Rosalie M. Whitney.",,"Indians of North America Folklore, Totemism, Swinomish Indians","[publisher not identified],","1938"
"Physical","Horizon","BOOK","2014","1","3","Understanding viruses with Max Axiom, super scientist / by Agnieszka Biskup ; illustrated by Nick Derington.","Biskup, Agnieszka","Viruses Comic books strips etc, Virus diseases Comic books strips etc, Viruses Juvenile literature, Virus diseases Juvenile literature, Cartoons and comics, Graphic novels, Nonfiction comics","Capstone Press,","c2009."
"Digital","OverDrive","EBOOK","2014","1","1","You Get So Alone at Times That It Just Makes Sense","Charles Bukowski","Fiction, Poetry","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2014","1","3","The unnamed : a novel / Joshua Ferris.","Ferris, Joshua","Legal stories, Compulsive behavior Fiction, Identity Psychology Fiction, Domestic fiction, Psychological fiction","Little, Brown and Co.,","2010."
"Digital","OverDrive","EBOOK","2014","1","3","Morning Comes Softly","Debbie Macomber","Fiction, Romance","HarperCollins Publishers Inc.","2007"
"Physical","Horizon","VIDEODISC","2014","1","16","Xin Shao lin si [videorecording] = Shaolin / Emperor Motion Pictures ; in association with China Film Group ; Huayi Brothers Media Corporation ; Beijing Silver Moon Productions ; Shaolin Temple Culture Communication Company ; produced by Albert Lee ; original screenplay by Alan Yuen ; written by Cheung Chi-Kwong ... [and others] ; produced & directed by Benny Chan.",,"China History 1912 1937 Drama, Warlordism China Drama, Buddhist monks Drama, Martial arts films, Action and adventure films, Feature films, Motion pictures Chinese, Fiction films","Well Go USA,","2011."
"Digital","Freegal","SONG","2014","1","1","Wheels","Emmylou Harris",,,
"Physical","Horizon","BOOK","2014","1","1","Unnatural acts / Kevin J. Anderson.","Anderson, Kevin J., 1962-","Zombies Fiction, Private investigators Fiction, Mystery fiction, Humorous fiction, Fantasy fiction","Kensington Books,","c2013."
"Physical","Horizon","BOOK","2014","1","1","Savvy chic : the art of more for less / Anna Johnson ; illustrated by Anna Johnson ; with collage by Emily Taff.","Johnson, Anna, 1966-","Women Conduct of life, Women Life skills guides, Thriftiness, Satisfaction, Fashion","Avon A,","2010."
"Physical","Horizon","BOOK","2014","1","1","Fractals, chaos, power laws : minutes from an infinite paradise / Manfred Schroeder.","Schroeder, M. R. (Manfred Robert), 1926-","Symmetry Physics","W.H. Freeman,","c1991."
"Physical","Horizon","BOOK","2014","1","1","Trees, shrubs & hedges for your home / [principal author, Jacqueline Hériteau].","Hériteau, Jacqueline","Trees, Shrubs, Hedges","Creative Homeowner Press,","c2011."
"Physical","Horizon","BOOK","2014","1","1","Sweet & skinny : 100 recipes for enjoying life's sweeter side without tipping the scales / Marisa Churchill.","Churchill, Marisa","Desserts, Reducing diets Recipes, Sugar free diet Recipes","Clarkson Potter,","c2011."
"Physical","Horizon","BOOK","2014","1","2","Smoke : new firewood cooking : how to build flavor with fire, on the grill and in the kitchen / Tim Byres ; photography by Jody Horton.","Byres, Tim.","Cooking Smoked foods, Barbecuing","Rizzoli : Distributed in the U.S. trade by Random House,","2012, c2013."
"Physical","Horizon","BOOK","2014","1","4","Happily ever after : the life-changing power of a grateful heart / Trista Sutter.","Sutter, Trista","Sutter Trista, Gratitude, Happiness, Women Psychology","Da Capo Lifelong, a member of Perseus Books Group,","2013."
"Physical","Horizon","BOOK","2014","1","1","The first robin of spring / Natalie London.","London, Natalie.","Lesbians Fiction, Interpersonal relations Fiction, Wisconsin Fiction, Love stories","Bella Books,","2013."
"Physical","Horizon","BOOK","2014","1","1","Zuo ba shi chu qu wan",,"Picture books for children, Chinese language materials",,
"Physical","Horizon","SOUNDDISC","2014","1","1","Person pitch [sound recording] / Panda Bear.","Panda Bear","Rock music 2001 2010, Popular music 2001 2010","Paw Tracks,","p2007."
"Physical","Horizon","VIDEODISC","2014","1","11","Fury [videorecording] / Metro-Goldwyn-Mayer ; produced by Joseph L. Mankiewicz ; directed by Fritz Lang ; screen play by Bartlett Cormack and Fritz Lang ; based on a story by Norman Krasna.",,"Vigilantes Drama, Revenge Drama, Feature films, Fiction films, Film noir, Video recordings for the hearing impaired","Warner Home Video,","c2005."
"Physical","Horizon","BOOK","2014","1","5","Woof : a love story / by Sarah Weeks ; illustrated by Holly Berry.","Weeks, Sarah","Dogs Fiction, Cats Juvenile fiction, Communication Juvenile fiction, Love Fiction, Stories in rhyme Juvenile fiction","Laura Geringer Books,","c2009."
"Physical","Horizon","SOUNDDISC","2014","1","3","Crystal days 1979 1999",,"Rock music",,
"Physical","Horizon","SOUNDDISC","2014","1","2","Eleven centuries of traditional music of China music from the Tang Sung Yuan and Ming dynasties 600 1600",,"Music China, Folk music China, Qin music",,
"Physical","Horizon","SOUNDDISC","2014","1","1","Me moan [sound recording] / Daughn Gibson.","Gibson, Daughn, 1981-","Rock music 2011 2020, Popular music 2011 2020","Sub Pop,","p2013."
"Digital","OverDrive","AUDIOBOOK","2014","1","8","The Lincoln Lawyer: Mickey Haller Series, Book 1 (unabridged) (Unabridged)","Michael Connelly","Fiction, Suspense, Thriller","Hachette Audio","2006"
"Physical","Horizon","BOOK","2014","1","2","The end games / T. Michael Martin.","Martin, T. Michael","Survival Fiction, Wilderness survival Fiction, Zombies Fiction, Brothers Fiction, West Virginia Fiction, Science fiction, Horror fiction, Young adult fiction","Balzer + Bray,","2013."
"Digital","OverDrive","EBOOK","2014","1","3","Mistress By Mistake","Maggie Robinson","Fiction, Historical Fiction, Humor (Fiction), Romance","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2014","1","7","Robert B. Parker's Fool me twice / Michael Brandman.","Brandman, Michael","Stone Jesse Fictitious character Fiction, City and town life Massachusetts Fiction, Police chiefs Massachusetts Fiction, Massachusetts Fiction, Mystery fiction","G. P. Putnam's Sons,","c2012."
"Physical","Horizon","BOOK","2014","1","1","Stagecoaches and railroads / Sally Senzell Isaacs.","Isaacs, Sally Senzell, 1950-","Carriages and carts United States Juvenile literature, Railroads United States Juvenile literature, Transportation United States History Juvenile literature, Carriages and carts Juvenile literature, Railroads Juvenile literature, Transportation History Juvenile literature","Kingfisher,","c2012."
"Physical","Horizon","BOOK","2014","1","1","One breath at a time : Buddhism and the twelve steps / Kevin Griffin.","Griffin, Kevin Edward, 1950-","Twelve step programs Religious aspects Buddhism, Self help techniques Religious aspects Buddhism, Compulsive behavior Moral and ethical aspects, Wisdom Religious aspects Buddhism, Spiritual life Buddhism","Rodale,","c2004."
"Physical","Horizon","SOUNDDISC","2014","1","4","Songs children love to sing [sound recording] / Ella Jenkins.","Jenkins, Ella","Childrens songs Juvenile sound recordings, Songs","Smithsonian Folkways,","p1996."
"Digital","Freegal","SONG","2014","1","1","Grazing In The Grass","The Friends Of Distinction",,,
"Physical","Horizon","SOUNDDISC","2014","1","4","Gifts of the crow [sound recording] : how perception, emotion, and thought allow smart birds to behave like humans / John Marzluff and Tony Angell.","Marzluff, John M.","Corvidae Psychology, Corvidae Behavior","Tantor Media, Inc.,","p2012."
"Physical","Horizon","BOOK","2014","1","5","Easy indian cooking : 101 fresh & feisty indian recipes / Hari Nayak ; photography by Jack Turkel.","Nayak, Hari","Cooking Indic, Cookbooks","Tuttle Pub.,","c2012."
"Physical","Horizon","VIDEODISC","2014","1","5","Rodn︠i︡a [videorecording] = Kinfolk / Mosfilm ; screenplay by Viktor Merezhko ; directed by Nikita Mikhalkov.",,"Mothers and daughters Soviet Union Drama, Families Soviet Union Drama, Soviet Union Social life and customs 1970 1991 Drama, Feature films, Motion pictures Russian","Ruscico,","2006."
"Physical","Horizon","BOOK","2014","1","3","The glass ocean / Lori Baker.","Baker, Lori, 1962-","Glass blowing and working Fiction, Man woman relationships Fiction, Naturalists Fiction, Great Britain Social life and customs 19th century Fiction, Domestic fiction, Historical fiction, Love stories","The Penguin Press,","2013."
"Physical","Horizon","BOOK","2014","1","1","Orchids are easy a beginners guide to their care and cultivation",,"Orchids, Orchid culture",,
"Physical","Horizon","BOOK","2014","1","1","Censoring science inside the political attack on Dr James Hansen and the truth of global warming",,"Global warming, Climatic changes",,
